id,boa_peak,boa_size
0,10463,521
1,10463,521
2,10463,521
3,10463,521
4,10463,521
5,10463,521
6,10463,521
7,10463,521
8,10463,521
9,10463,521
10,10463,521
11,10463,521
12,10463,521
13,10463,521
14,10463,521
15,10463,521
16,10463,521
17,10463,521
18,10463,521
19,10463,521
20,10463,521
21,10463,521
22,10463,521
23,10463,521
24,10463,521
25,10463,521
26,10463,521
27,10463,521
28,10463,521
29,10463,521
30,10463,521
31,10463,521
32,10991,517
33,10991,517
34,10991,517
35,10991,517
36,10991,517
37,10991,517
38,10991,517
39,10991,517
40,10991,517
41,10991,517
42,10991,517
43,10991,517
44,10991,517
45,10991,517
46,10991,517
47,10991,517
48,8959,262
49,8959,262
50,8959,262
51,8959,262
52,8959,262
53,8959,262
54,8959,262
55,8959,262
56,8959,262
57,8959,262
58,8959,262
59,8959,262
60,8959,262
61,8959,262
62,8959,262
63,8959,262
64,10463,521
65,10463,521
66,10463,521
67,10463,521
68,10463,521
69,10463,521
70,10463,521
71,10463,521
72,10463,521
73,10463,521
74,10463,521
75,10463,521
76,10463,521
77,10463,521
78,10463,521
79,10463,521
80,10463,521
81,10463,521
82,10463,521
83,10463,521
84,10463,521
85,10463,521
86,10463,521
87,10463,521
88,10463,521
89,10463,521
90,10463,521
91,10463,521
92,10463,521
93,10463,521
94,10463,521
95,10463,521
96,10991,517
97,10991,517
98,10991,517
99,10991,517
100,10991,517
101,10991,517
102,10991,517
103,10991,517
104,10991,517
105,10991,517
106,10991,517
107,10991,517
108,10991,517
109,10991,517
110,10991,517
111,10991,517
112,8959,262
113,8959,262
114,8959,262
115,8959,262
116,8959,262
117,8959,262
118,8959,262
119,8959,262
120,8959,262
121,8959,262
122,8959,262
123,8959,262
124,8959,262
125,8959,262
126,8959,262
127,8959,262
128,10463,521
129,10463,521
130,10463,521
131,10463,521
132,10463,521
133,10463,521
134,10463,521
135,10463,521
136,10463,521
137,10463,521
138,10463,521
139,10463,521
140,10463,521
141,10463,521
142,10463,521
143,10463,521
144,10463,521
145,10463,521
146,10463,521
147,10463,521
148,10463,521
149,10463,521
150,10463,521
151,10463,521
152,10463,521
153,10463,521
154,10463,521
155,10463,521
156,10463,521
157,10463,521
158,10463,521
159,10463,521
160,10991,517
161,10991,517
162,10991,517
163,10991,517
164,10991,517
165,10991,517
166,10991,517
167,10991,517
168,10991,517
169,10991,517
170,10991,517
171,10991,517
172,10991,517
173,10991,517
174,10991,517
175,10991,517
176,8959,262
177,8959,262
178,8959,262
179,8959,262
180,8959,262
181,8959,262
182,8959,262
183,8959,262
184,8959,262
185,8959,262
186,8959,262
187,8959,262
188,8959,262
189,8959,262
190,8959,262
191,8959,262
192,10463,521
193,10463,521
194,10463,521
195,10463,521
196,10463,521
197,10463,521
198,10463,521
199,10463,521
200,10463,521
201,10463,521
202,10463,521
203,10463,521
204,10463,521
205,10463,521
206,10463,521
207,10463,521
208,10463,521
209,10463,521
210,10463,521
211,10463,521
212,10463,521
213,10463,521
214,10463,521
215,10463,521
216,10463,521
217,10463,521
218,10463,521
219,10463,521
220,10463,521
221,10463,521
222,10463,521
223,10463,521
224,10991,517
225,10991,517
226,10991,517
227,10991,517
228,10991,517
229,10991,517
230,10991,517
231,10991,517
232,10991,517
233,10991,517
234,10991,517
235,10991,517
236,10991,517
237,10991,517
238,10991,517
239,10991,517
240,8959,262
241,8959,262
242,8959,262
243,8959,262
244,8959,262
245,8959,262
246,8959,262
247,8959,262
248,8959,262
249,8959,262
250,8959,262
251,8959,262
252,8959,262
253,8959,262
254,8959,262
255,8959,262
256,7119,518
257,7119,518
258,7119,518
259,7119,518
260,7119,518
261,7119,518
262,7119,518
263,7119,518
264,7119,518
265,7119,518
266,7119,518
267,7119,518
268,7119,518
