id,boa_peak,boa_size
0,8911,276
1,8911,276
2,8911,276
3,8911,276
4,8911,276
5,8911,276
6,8911,276
7,8911,276
8,8911,276
9,8911,276
10,8911,276
11,8911,276
12,8911,276
13,8911,276
14,8911,276
15,8911,276
16,4318,71
17,4703,89
18,4318,71
19,4703,89
20,4318,71
21,4703,89
22,4318,71
23,4703,89
24,4318,71
25,4703,89
26,4318,71
27,4703,89
28,4318,71
29,4703,89
30,4318,71
31,4703,89
32,2286,70
33,2671,89
34,2286,70
35,2671,89
36,2286,70
37,2671,89
38,2286,70
39,2671,89
40,2286,70
41,2671,89
42,2286,70
43,2671,89
44,2286,70
45,2671,89
46,2286,70
47,2671,89
48,127,37
49,127,37
50,127,37
51,127,37
52,127,37
53,127,37
54,127,37
55,127,37
56,127,37
57,127,37
58,127,37
59,127,37
60,127,37
61,127,37
62,127,37
63,127,37
64,8911,276
65,8911,276
66,8911,276
67,8911,276
68,8911,276
69,8911,276
70,8911,276
71,8911,276
72,8911,276
73,8911,276
74,8911,276
75,8911,276
76,8911,276
77,8911,276
78,8911,276
79,8911,276
80,4318,71
81,4703,89
82,4318,71
83,4703,89
84,4318,71
85,4703,89
86,4318,71
87,4703,89
88,4318,71
89,4703,89
90,4318,71
91,4703,89
92,4318,71
93,4703,89
94,4318,71
95,4703,89
96,2286,70
97,2671,89
98,2286,70
99,2671,89
100,2286,70
101,2671,89
102,2286,70
103,2671,89
104,2286,70
105,2671,89
106,2286,70
107,2671,89
108,2286,70
109,2671,89
110,2286,70
111,2671,89
112,127,37
113,127,37
114,127,37
115,127,37
116,127,37
117,127,37
118,127,37
119,127,37
120,127,37
121,127,37
122,127,37
123,127,37
124,127,37
125,127,37
126,127,37
127,127,37
128,8911,276
129,8911,276
130,8911,276
131,8911,276
132,8911,276
133,8911,276
134,8911,276
135,8911,276
136,8911,276
137,8911,276
138,8911,276
139,8911,276
140,8911,276
141,8911,276
142,8911,276
143,8911,276
144,4318,71
145,10911,178
146,4318,71
147,10911,178
148,4318,71
149,10911,178
150,4318,71
151,10911,178
152,4318,71
153,10911,178
154,4318,71
155,10911,178
156,4318,71
157,10911,178
158,4318,71
159,10911,178
160,2286,70
161,6319,71
162,2286,70
163,6319,71
164,2286,70
165,6319,71
166,2286,70
167,6319,71
168,2286,70
169,6319,71
170,2286,70
171,6319,71
172,2286,70
173,6319,71
174,2286,70
175,6319,71
176,8895,95
177,8895,95
178,8895,95
179,8895,95
180,8895,95
181,8895,95
182,8895,95
183,8895,95
184,8895,95
185,8895,95
186,8895,95
187,8895,95
188,8895,95
189,8895,95
190,8895,95
191,8895,95
192,8911,276
193,8911,276
194,8911,276
195,8911,276
196,8911,276
197,8911,276
198,8911,276
199,8911,276
200,8911,276
201,8911,276
202,8911,276
203,8911,276
204,8911,276
205,8911,276
206,8911,276
207,8911,276
208,4318,71
209,2775,50
210,4318,71
211,2775,50
212,4318,71
213,2775,50
214,4318,71
215,2775,50
216,4318,71
217,10461,31
218,4318,71
219,10971,35
220,4318,71
221,10461,31
222,4318,71
223,8911,276
224,2286,70
225,10983,60
226,2286,70
227,10983,60
228,2286,70
229,10983,60
230,2286,70
231,10983,60
232,2286,70
233,10989,31
234,2286,70
235,6891,32
236,2286,70
237,10989,31
238,2286,70
239,8911,276
240,8439,25
241,8439,25
242,8439,25
243,8439,25
244,8439,25
245,8439,25
246,8439,25
247,8439,25
248,8957,30
249,8957,30
250,4347,15
251,4347,15
252,8957,30
253,8957,30
254,4318,71
255,127,37
256,463,70
257,463,70
258,463,70
259,463,70
260,463,70
261,463,70
262,463,70
263,463,70
264,463,70
265,463,70
266,463,70
267,463,70
268,463,70
269,463,70
270,463,70
271,463,70
272,990,70
273,8543,70
274,990,70
275,8543,70
276,990,70
277,8543,70
278,990,70
279,8543,70
280,990,70
281,8543,70
282,990,70
283,8543,70
284,990,70
285,8543,70
286,990,70
287,8543,70
288,9198,168
289,9071,67
290,9198,168
291,9071,67
292,9198,168
293,9071,67
294,9198,168
295,9071,67
296,9198,168
297,9071,67
298,9198,168
299,9071,67
300,9198,168
301,9071,67
302,9198,168
303,9071,67
304,4478,52
305,447,28
306,4478,52
307,447,28
308,4478,52
309,447,28
310,4478,52
311,447,28
312,4478,52
313,447,28
314,4478,52
315,447,28
316,4478,52
317,447,28
318,4478,52
319,447,28
320,463,70
321,463,70
322,463,70
323,463,70
324,463,70
325,463,70
326,463,70
327,463,70
328,463,70
329,463,70
330,463,70
331,463,70
332,463,70
333,463,70
334,463,70
335,463,70
336,990,70
337,8543,70
338,990,70
339,8543,70
340,990,70
341,8543,70
342,990,70
343,8543,70
344,990,70
345,8543,70
346,990,70
347,8543,70
348,990,70
349,8543,70
350,990,70
351,8543,70
352,9198,168
353,9071,67
354,9198,168
355,9071,67
356,9198,168
357,9071,67
358,9198,168
359,9071,67
360,9198,168
361,9071,67
362,9198,168
363,9071,67
364,9198,168
365,9071,67
366,9198,168
367,9071,67
368,4478,52
369,2935,31
370,4478,52
371,2935,31
372,4478,52
373,2935,31
374,4478,52
375,2935,31
376,4478,52
377,10621,20
378,4478,52
379,1019,15
380,4478,52
381,10621,20
382,4478,52
383,127,37
384,463,70
385,463,70
386,463,70
387,463,70
388,463,70
389,463,70
390,463,70
391,463,70
392,463,70
393,463,70
394,463,70
395,463,70
396,463,70
397,463,70
398,463,70
399,463,70
400,990,70
401,5023,71
402,990,70
403,5023,71
404,990,70
405,5023,71
406,990,70
407,5023,71
408,990,70
409,5023,71
410,990,70
411,5023,71
412,990,70
413,5023,71
414,990,70
415,5023,71
416,9198,168
417,2991,71
418,9198,168
419,2991,71
420,9198,168
421,2991,71
422,9198,168
423,2991,71
424,9198,168
425,2991,71
426,9198,168
427,2991,71
428,9198,168
429,2991,71
430,9198,168
431,2991,71
432,447,28
433,447,28
434,447,28
435,447,28
436,447,28
437,447,28
438,447,28
439,447,28
440,447,28
441,447,28
442,447,28
443,447,28
444,447,28
445,447,28
446,447,28
447,447,28
448,463,70
449,463,70
450,463,70
451,463,70
452,463,70
453,463,70
454,463,70
455,463,70
456,463,70
457,463,70
458,463,70
459,463,70
460,463,70
461,463,70
462,463,70
463,463,70
464,990,70
465,9175,31
466,990,70
467,9175,31
468,990,70
469,9175,31
470,990,70
471,9175,31
472,990,70
473,4573,13
474,990,70
475,2523,14
476,990,70
477,4573,13
478,990,70
479,463,70
480,9198,168
481,5095,41
482,9198,168
483,5095,41
484,9198,168
485,5095,41
486,9198,168
487,5095,41
488,9198,168
489,2541,13
490,9198,168
491,10731,21
492,9198,168
493,2541,13
494,9198,168
495,463,70
496,2550,19
497,11253,30
498,2550,19
499,1019,15
500,2550,19
501,11253,30
502,2550,19
503,8439,25
504,3068,19
505,1019,15
506,1019,15
507,1019,15
508,3068,19
509,8957,30
510,990,70
511,447,28
512,8911,276
513,8911,276
514,8911,276
515,8911,276
516,8911,276
517,8911,276
518,8911,276
519,8911,276
520,8911,276
521,8911,276
522,8911,276
523,8911,276
524,8911,276
525,8911,276
526,8911,276
527,8911,276
528,8926,68
529,4703,89
530,8926,68
531,4703,89
532,8926,68
533,4703,89
534,8926,68
535,4703,89
536,8926,68
537,4703,89
538,8926,68
539,4703,89
540,8926,68
541,4703,89
542,8926,68
543,4703,89
544,4846,68
545,2671,89
546,4846,68
547,2671,89
548,4846,68
549,2671,89
550,4846,68
551,2671,89
552,4846,68
553,2671,89
554,4846,68
555,2671,89
556,4846,68
557,2671,89
558,4846,68
559,2671,89
560,2686,35
561,8895,95
562,2686,35
563,8895,95
564,2686,35
565,8895,95
566,2686,35
567,8895,95
568,2686,35
569,8895,95
570,2686,35
571,8895,95
572,2686,35
573,8895,95
574,2686,35
575,8895,95
576,8911,276
577,8911,276
578,8911,276
579,8911,276
580,8911,276
581,8911,276
582,8911,276
583,8911,276
584,8911,276
585,8911,276
586,8911,276
587,8911,276
588,8911,276
589,8911,276
590,8911,276
591,8911,276
592,8926,68
593,4703,89
594,8926,68
595,4703,89
596,8926,68
597,4703,89
598,8926,68
599,4703,89
600,8926,68
601,4703,89
602,8926,68
603,4703,89
604,8926,68
605,4703,89
606,8926,68
607,4703,89
608,4846,68
609,2671,89
610,4846,68
611,2671,89
612,4846,68
613,2671,89
614,4846,68
615,2671,89
616,4846,68
617,2671,89
618,4846,68
619,2671,89
620,4846,68
621,2671,89
622,4846,68
623,2671,89
624,2686,35
625,759,14
626,2686,35
627,759,14
628,2686,35
629,759,14
630,2686,35
631,759,14
632,2686,35
633,8957,30
634,2686,35
635,8955,8
636,2686,35
637,8957,30
638,2686,35
639,127,37
640,8911,276
641,8911,276
642,8911,276
643,8911,276
644,8911,276
645,8911,276
646,8911,276
647,8911,276
648,8911,276
649,8911,276
650,8911,276
651,8911,276
652,8911,276
653,8911,276
654,8911,276
655,8911,276
656,8926,68
657,10911,178
658,8926,68
659,10911,178
660,8926,68
661,10911,178
662,8926,68
663,10911,178
664,8926,68
665,10911,178
666,8926,68
667,10911,178
668,8926,68
669,10911,178
670,8926,68
671,10911,178
672,4846,68
673,10927,58
674,4846,68
675,10927,58
676,4846,68
677,10927,58
678,4846,68
679,10927,58
680,4846,68
681,10927,58
682,4846,68
683,10927,58
684,4846,68
685,10927,58
686,4846,68
687,10927,58
688,8895,95
689,8895,95
690,8895,95
691,8895,95
692,8895,95
693,8895,95
694,8895,95
695,8895,95
696,8895,95
697,8895,95
698,8895,95
699,8895,95
700,8895,95
701,8895,95
702,8895,95
703,8895,95
704,8911,276
705,8911,276
706,8911,276
707,8911,276
708,8911,276
709,8911,276
710,8911,276
711,8911,276
712,8911,276
713,8911,276
714,8911,276
715,8911,276
716,8911,276
717,8911,276
718,8911,276
719,8911,276
720,8926,68
721,2775,50
722,8926,68
723,2775,50
724,8926,68
725,2775,50
726,8926,68
727,2775,50
728,8926,68
729,2781,14
730,8926,68
731,10971,35
732,8926,68
733,2781,14
734,8926,68
735,8911,276
736,4846,68
737,10983,60
738,4846,68
739,10983,60
740,4846,68
741,10983,60
742,4846,68
743,10983,60
744,4846,68
745,10989,31
746,4846,68
747,6891,32
748,4846,68
749,10989,31
750,4846,68
751,8911,276
752,759,14
753,759,14
754,759,14
755,759,14
756,759,14
757,759,14
758,759,14
759,759,14
760,8957,30
761,8957,30
762,8955,8
763,8955,8
764,8957,30
765,8957,30
766,8926,68
767,8895,95
768,3022,68
769,11087,155
770,3022,68
771,11087,155
772,3022,68
773,11087,155
774,3022,68
