3976;3976
162;162
642;642
138;138
2272;2272
642;640
3350;3350
3131;3131
2950;2950
1466;1466
1859;1859
1253;1253
1264;1264
4071;4071
1829;1829
946;946
3034;3034
756;756
1859;1859
1802;1802
632;632
1285;1285
1858;1858
3324;3324
3698;3698
3642;3642
120;120
673;673
766;766
318;318
1867;1867
1491;1491
295;295
3065;3065
3000;3000
2541;2541
2225;2225
3486;3486
1367;1367
3419;3419
3976;3976
2272;2276
162;162
1802;1800
642;642
3976;3968
138;138
2272;2272
162;160
640;896
642;640
3350;3350
3131;3131
2950;2950
1466;1466
1859;1859
1253;1253
1264;1264
4071;4071
1829;1829
946;946
3034;3034
756;756
1859;1859
1802;1802
632;632
1285;1285
1858;1858
3324;3324
3698;3698
3642;3642
120;120
673;673
766;766
318;318
1867;1867
1491;1491
295;295
3065;3065
3000;3000
3976;3976
2272;2276
1800;1864
162;162
3976;3720
1802;1800
642;642
3976;3968
640;656
138;138
2272;2272
2272;2144
160;1184
896;900
3968;2944
162;160
640;896
642;640
138;136
3350;3350
3131;3131
2950;2950
1466;1466
1859;1859
1253;1253
1264;1264
4071;4071
1829;1829
946;946
3034;3034
756;756
1859;1859
1802;1802
632;632
1285;1285
1858;1858
3324;3324
3698;3698
3642;3642
120;120
3976;3976
2272;2784
1800;3848
2272;2276
138;1162
1800;1864
162;162
642;706
160;162
3976;3720
1184;3232
136;137
1802;1800
642;642
3976;3968
896;928
640;656
900;964
3976;2952
656;528
3720;1672
138;138
2272;2272
2272;2144
160;1184
896;900
1864;1352
3968;2944
2944;2816
162;160
640;704
640;896
642;640
138;136
3350;3350
3131;3131
2950;2950
1466;1466
1859;1859
1253;1253
3968;3976
2272;2784
1800;3848
2272;2276
138;1162
1800;1864
642;706
160;162
137;393
528;2576
3976;3720
162;34
3720;3592
1672;1736
1184;1192
2276;2212
1184;3232
136;137
1802;1800
138;394
1352;3400
3976;3968
896;928
640;656
900;964
3976;2952
656;528
3976;2952
3720;1672
1162;138
928;672
2272;2144
160;1184
3232;1184
896;900
1864;1352
896;900
3968;2944
900;644
2944;2816
1736;3784
3968;3976
2272;2784
1800;3848
138;1162
1800;1864
2144;2148
642;706
160;162
137;393
528;2576
137;393
1184;1188
3976;3720
162;34
706;578
3720;3592
1672;1736
1184;1192
2276;2212
1800;1928
1184;3232
136;137
393;137
138;394
1352;3400
896;928
672;928
2816;2820
640;656
900;964
928;800
3976;2952
656;528
3976;2952
1162;1154
3720;1672
2952;2824
1162;138
928;672
1736;3784
3720;3784
3968;3976
2952;3976
2272;2784
1800;3848
3592;3848
138;1162
1154;1162
3232;3296
2144;2148
2212;2468
800;2848
642;706
160;162
137;393
528;2576
137;393
1184;1188
162;34
706;578
3720;3592
1672;1736
1184;1192
2276;2212
1800;1928
1184;3232
136;137
393;137
2784;736
672;736
138;394
1352;3400
896;928
672;928
2816;2820
3784;2760
900;964
928;800
3976;2952
1736;3784
3720;3784
3968;3976
2952;3976
3592;3848
1154;1162
3232;3296
2144;2148
2212;2468
800;2848
2212;2468
137;393
528;2576
137;393
1184;1188
162;34
706;578
393;265
3720;3592
2760;3016
2952;3016
1672;1736
1184;1192
2276;2212
1800;1928
393;137
2784;736
672;736
3784;3776
138;394
1352;3400
672;928
706;642
800;928
2816;2820
3784;2760
928;800
3848;3840
1736;712
1928;904
34;2082
1736;3784
3720;3784
2952;3976
3592;3848
3976;3848
3840;3848
1154;1162
2148;2276
1192;1448
928;2976
3232;3296
2144;2148
2212;2468
800;2848
2212;2468
137;393
1184;1188
3784;3720
706;578
393;265
393;265
2760;3016
2952;3016
904;908
1800;1928
393;137
2784;736
672;736
3784;3776
672;928
706;642
800;928
