id,eigencentrality,is_peak,fitness
0,0.0,False,0.5807375023218404
1,0.0,False,0.40288001727062644
2,0.0,False,0.5897783032069429
3,0.0,False,0.4538831570710276
4,0.0,False,0.2964797950169546
5,0.005580707597710933,False,0.7247812200149678
6,0.0,False,0.5315160811234128
7,0.0,False,0.47070840003680586
8,0.011161415195421865,False,0.8363434860658275
9,0.0,False,0.5826087646396878
10,0.0,False,0.46557478951189973
11,0.005580707597710933,False,0.7147224680136227
12,0.005580707597710933,False,0.7193811010779935
13,0.0,False,0.28118327473977534
14,0.0,False,0.3006521334909751
15,0.0,False,0.3857751436029277
16,0.0,False,0.4741107874322495
17,0.0,False,0.581705944310913
18,0.0,False,0.7402742064490381
19,0.0,False,0.3151074530853965
20,0.0,False,0.3811742989103412
21,0.02232283039084373,False,0.8597647191568547
22,0.313376015294625,True,0.9843003262410509
23,0.0,False,0.5007180859608027
24,0.33057793076065245,True,0.9963095640874794
25,0.0,False,0.6098789173342025
26,0.0,False,0.43107198146183895
27,0.3508730742514335,True,0.988995103441011
28,0.0,False,0.3322646324607396
29,0.0,False,0.392822227638778
30,0.0,False,0.7178130872186171
31,0.005580707597710933,False,0.7131974247328866
32,0.0,False,0.4221138236908331
33,0.0,False,0.3425115637214616
34,0.0,False,0.25886512387805155
35,0.0,False,0.8246158033330125
36,0.016742122793132797,False,0.8868295491271873
37,0.371022261963313,True,0.9791641806184707
38,0.0,False,0.7228539311687369
39,0.0,False,0.38121493459829764
40,0.0,False,0.49306672362746456
41,0.0,False,0.19862878091161473
42,0.2678107691671487,True,0.9600267824486344
43,0.0,False,0.8109003175707447
44,0.0,False,0.16827637855386257
45,0.08759882782945216,False,0.9217890359742634
46,0.0,False,0.10077753993197647
47,0.0,False,0.13981123948730848
48,0.0,False,0.6420953243122715
49,0.0,False,0.8375120937924571
50,0.06834786919121483,True,0.8874055613556093
51,0.0,False,0.272307258705699
52,0.0,False,0.2779194561183617
53,0.0,False,0.1567578594059534
54,0.0,False,0.03850493447277836
55,0.0,False,0.5333147324590052
56,0.0,False,0.23179856561241494
57,0.0,False,0.5543413395383984
58,0.0,False,0.2016846296409999
59,0.0,False,0.16184530700658306
60,0.0,False,0.3076788616523009
61,0.0,False,0.6571041662290583
62,0.0,False,0.08158294942486555
63,0.0,False,0.13651556508923965
64,0.0,False,0.04226317056918072
65,0.0,False,0.5355241101395547
66,0.27431106211064843,True,0.9353580730641399
67,0.04464566078168746,False,0.9112197243852832
68,0.0,False,0.015998224302593234
69,0.0,False,0.6385224893846014
70,0.0,False,0.09816450520649622
71,0.0,False,0.7537107676814357
72,0.18226098450990627,True,0.943433806916389
73,0.0,False,0.5115014418226365
74,0.0,False,0.6063096987848773
75,0.0,False,0.3741273928155308
76,0.0,False,0.008759750297235525
77,0.0,False,0.5121067045586577
78,0.0,False,0.3341447820808093
79,0.0,False,0.5473987418111913
80,0.0,False,0.16208116930930472
81,0.0,False,0.3838299333208575
82,0.0,False,0.45812232441397055
83,0.0,False,0.5829701957099908
84,0.0,False,0.189617364759461
85,0.0596952898408975,False,0.9051852577857081
86,0.0,False,0.029117101218632535
87,0.5224794990822801,True,0.9771512109636048
88,0.0,False,0.022910331590384025
89,0.0,False,0.4303918617399079
90,0.06834786919121483,True,0.7814889605351244
91,0.0,False,0.7056471859585031
92,0.0,False,0.3274152219790336
93,0.0,False,0.04018356614846175
94,0.0,False,0.21284625884234956
95,0.0,False,0.4839255434566454
96,0.0,False,0.002051172231829379
97,0.013528645560796639,False,0.7858879643715576
98,0.0,False,0.03741202847067371
99,0.0,False,0.5664257207365139
100,0.0,False,0.3836697342018735
101,0.0,False,0.3715483470355248
102,0.0,False,0.7510042104873316
103,0.0,False,0.7283555000066739
104,0.0,False,0.6500229229917871
105,0.0,False,0.19843210076638282
106,0.0,False,0.6728121293747836
107,0.0,False,0.43300604705874796
108,0.0,False,0.4366327361725914
109,0.0,False,0.5608029742285839
110,0.19755546228345328,True,0.9152861997321664
111,0.0,False,0.2788085928585458
112,0.0,False,0.14494231190145546
113,0.0,False,0.3336980598602772
114,0.0,False,0.28045025890007175
115,0.0,False,0.21422016568608085
116,0.2278262306373829,True,0.9543496566464128
117,0.0,False,0.34055555810255916
118,0.0,False,0.566072975388811
119,0.0,False,0.0892819399513265
120,0.0,False,0.39384988731647225
121,0.016742122793132797,False,0.8828121982743588
122,0.0,False,0.4099422119373492
123,0.0,False,0.1044624581865975
124,0.0,False,0.45162745025649104
125,0.0,False,0.5642750567304231
126,0.0,False,0.10904087596345435
127,0.0,False,0.2416461140053662
128,0.0,False,0.580249983993859
129,0.0,False,0.20685026749634572
130,0.0,False,0.24054599148797662
131,0.005580707597710933,False,0.8345013798954709
132,0.0,False,0.013878805245171488
133,0.06834786919121483,True,0.7991756602479002
134,0.0,False,0.154098576605704
135,0.0,False,0.5077445611166345
136,0.0,False,0.18300539840087549
137,0.0,False,0.008466594547511086
138,0.0,False,0.1581906502762048
139,0.17668027691219532,True,0.9069139755634397
140,0.0,False,0.2893230997507546
141,0.0,False,0.005671644368177908
142,0.0,False,0.05553577876180049
143,0.0,False,0.4675730506066443
144,0.0,False,0.06356573193252513
145,0.0,False,0.18207414021907323
146,0.15389765384845708,True,0.9067731949871782
147,0.005580707597710933,False,0.8531368687074549
148,0.0,False,0.10438028966992674
149,0.0,False,0.022602155173772287
150,0.0,False,0.6925664920988265
151,0.0,False,0.02619822217006562
152,0.0,False,0.35357738477222295
153,0.0,False,0.0697837159245912
154,0.0,False,0.7151244047392885
