id,eigencentrality
0,0.0
1,0.0
2,0.0
3,0.0
4,0.004439634988748031
5,0.004439634988748031
6,0.013869805800978914
7,0.013869805800978914
8,0.0
9,0.0
10,0.0
11,0.0
12,0.004439634988748031
13,0.004439634988748031
14,0.031043904670972976
15,0.031043904670972976
16,0.0
17,0.0
18,0.0
19,0.0
20,0.004439634988748031
21,0.004439634988748031
22,0.013869805800978914
23,0.013869805800978914
24,0.0
25,0.0
26,0.0
27,0.0
28,0.004439634988748031
29,0.004439634988748031
30,0.031043904670972976
31,0.031043904670972976
32,0.0
33,0.0
34,0.0
35,0.0
36,0.004439634988748031
37,0.004439634988748031
38,0.013869805800978914
39,0.013869805800978914
40,0.0
41,0.0
42,0.0
43,0.0
44,0.004439634988748031
45,0.004439634988748031
46,0.031043904670972976
47,0.031043904670972976
48,0.0
49,0.0
50,0.0
51,0.0
52,0.004439634988748031
53,0.004439634988748031
54,0.013869805800978914
55,0.013869805800978914
56,0.0
57,0.0
58,0.0
59,0.0
60,0.004439634988748031
61,0.004439634988748031
62,0.031043904670972976
63,0.031043904670972976
64,0.0
65,0.0
66,0.0
67,0.0
68,0.004439634988748031
69,0.004439634988748031
70,0.013869805800978914
71,0.013869805800978914
72,0.0
73,0.0
74,0.0
75,0.0
76,0.004439634988748031
77,0.004439634988748031
78,0.059709620064802585
79,0.059709620064802585
80,0.0
81,0.0
82,0.0
83,0.0
84,0.004439634988748031
85,0.004439634988748031
86,0.013869805800978914
87,0.013869805800978914
88,0.0
89,0.0
90,0.0
91,0.0
92,0.004439634988748031
93,0.004439634988748031
94,0.059709620064802585
95,0.059709620064802585
96,0.0
97,0.0
98,0.0
99,0.0
100,0.004439634988748031
101,0.004439634988748031
102,0.013869805800978914
103,0.013869805800978914
104,0.0
105,0.0
106,0.0
107,0.0
108,0.004439634988748031
109,0.004439634988748031
110,0.059709620064802585
111,0.059709620064802585
112,0.0
113,0.0
114,0.0
115,0.0
116,0.004439634988748031
117,0.004439634988748031
118,0.013869805800978914
119,0.013869805800978914
120,0.0
121,0.0
122,0.0
123,0.0
124,0.004439634988748031
125,0.004439634988748031
126,0.059709620064802585
127,0.2870217433646628
128,0.0
129,0.0
130,0.0
131,0.0
132,0.004439634988748031
133,0.004439634988748031
134,0.013869805800978914
135,0.013869805800978914
136,0.0
137,0.0
138,0.0
139,0.0
140,0.004439634988748031
141,0.004439634988748031
142,0.031043904670972976
143,0.031043904670972976
144,0.0
145,0.0
146,0.0
147,0.0
148,0.004439634988748031
149,0.004439634988748031
150,0.013869805800978914
151,0.013869805800978914
152,0.0
153,0.0
154,0.0
155,0.0
156,0.004439634988748031
157,0.004439634988748031
158,0.031043904670972976
159,0.031043904670972976
160,0.0
161,0.0
162,0.0
163,0.0
164,0.004439634988748031
165,0.004439634988748031
166,0.013869805800978914
167,0.013869805800978914
168,0.0
169,0.0
170,0.0
171,0.0
172,0.004439634988748031
173,0.004439634988748031
174,0.031043904670972976
175,0.031043904670972976
176,0.0
177,0.0
178,0.0
179,0.0
180,0.004439634988748031
181,0.004439634988748031
182,0.013869805800978914
183,0.013869805800978914
184,0.0
185,0.0
186,0.0
187,0.0
188,0.004439634988748031
189,0.004439634988748031
190,0.031043904670972976
191,0.0597096200648026
192,0.0
193,0.0
194,0.0
195,0.0
196,0.004439634988748031
197,0.004439634988748031
198,0.013869805800978914
199,0.013869805800978914
200,0.0
201,0.0
202,0.0
203,0.0
204,0.004439634988748031
205,0.004439634988748031
206,0.10487336131257663
207,0.19087846996229835
208,0.0
209,0.0
210,0.0
211,0.0
212,0.004439634988748031
213,0.004439634988748031
214,0.013869805800978914
215,0.013869805800978914
216,0.0
217,0.0
218,0.0
219,0.0
220,0.004439634988748031
221,0.004439634988748031
222,0.10931299630132459
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.004439634988748031
229,0.004439634988748031
230,0.013869805800978914
231,0.013869805800978914
232,0.0
233,0.0
234,0.0
235,0.0
236,0.004439634988748031
237,0.004439634988748031
238,0.10487336131257663
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.004439634988748031
245,0.004439634988748031
246,0.013869805800978914
247,0.03992317464846902
248,0.0
249,0.0
250,0.0
251,0.004439634988748031
252,0.004439634988748031
253,0.018309440789726943
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.004439634988748031
261,0.004439634988748031
262,0.013869805800978914
263,0.013869805800978914
264,0.0
265,0.0
266,0.0
267,0.0
268,0.004439634988748031
269,0.004439634988748031
270,0.031043904670972976
271,0.031043904670972976
272,0.0
273,0.0
274,0.0
275,0.0
276,0.004439634988748031
277,0.004439634988748031
278,0.013869805800978914
279,0.013869805800978914
280,0.0
281,0.0
282,0.0
283,0.0
284,0.004439634988748031
285,0.004439634988748031
286,0.031043904670972976
287,0.031043904670972976
288,0.0
289,0.0
290,0.0
291,0.0
292,0.004439634988748031
293,0.004439634988748031
294,0.013869805800978914
295,0.013869805800978914
296,0.0
297,0.0
298,0.0
299,0.0
300,0.004439634988748031
301,0.004439634988748031
302,0.031043904670972976
303,0.031043904670972976
304,0.0
305,0.0
306,0.0
307,0.0
308,0.004439634988748031
309,0.004439634988748031
310,0.013869805800978914
311,0.013869805800978914
312,0.0
313,0.0
314,0.0
315,0.0
316,0.004439634988748031
317,0.004439634988748031
318,0.031043904670972976
319,0.031043904670972976
320,0.0
321,0.0
322,0.0
323,0.0
324,0.004439634988748031
325,0.004439634988748031
326,0.013869805800978914
327,0.013869805800978914
328,0.0
329,0.0
330,0.0
331,0.0
332,0.004439634988748031
333,0.004439634988748031
334,0.059709620064802585
335,0.059709620064802585
336,0.0
337,0.0
338,0.0
339,0.0
340,0.004439634988748031
341,0.004439634988748031
342,0.013869805800978914
343,0.013869805800978914
344,0.0
345,0.0
346,0.0
347,0.0
348,0.004439634988748031
349,0.004439634988748031
350,0.059709620064802585
351,0.0641492550535506
352,0.0
353,0.0
354,0.0
355,0.0
356,0.004439634988748031
357,0.004439634988748031
358,0.013869805800978914
359,0.013869805800978914
360,0.0
361,0.0
362,0.0
363,0.0
364,0.004439634988748031
365,0.004439634988748031
366,0.059709620064802585
367,0.059709620064802585
368,0.0
369,0.0
370,0.0
371,0.0
372,0.004439634988748031
373,0.004439634988748031
374,0.013869805800978914
375,0.013869805800978914
376,0.0
377,0.0
378,0.0
379,0.0
380,0.004439634988748031
381,0.004439634988748031
382,0.059709620064802585
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.004439634988748031
389,0.004439634988748031
390,0.013869805800978914
391,0.013869805800978914
392,0.0
393,0.0
394,0.0
395,0.0
396,0.004439634988748031
397,0.004439634988748031
398,0.031043904670972976
399,0.031043904670972976
400,0.0
401,0.0
402,0.0
403,0.0
404,0.004439634988748031
405,0.004439634988748031
