id,boa_peak,boa_size
0,4089,1030
1,4089,1030
2,7675,1540
3,7675,1540
4,4061,514
5,4061,514
6,11775,2566
7,11775,2566
8,4089,1030
9,4089,1030
10,7675,1540
11,7675,1540
12,4061,514
13,4061,514
14,11775,2566
15,11775,2566
16,4089,1030
17,4089,1030
18,7675,1540
19,7675,1540
20,4061,514
21,4061,514
22,11775,2566
23,11775,2566
24,4089,1030
25,4089,1030
26,7675,1540
27,7675,1540
28,4061,514
29,4061,514
30,11775,2566
31,11775,2566
32,4089,1030
33,4089,1030
34,7675,1540
35,7675,1540
36,11775,2566
37,11775,2566
38,11775,2566
39,11775,2566
40,4089,1030
41,4089,1030
42,7675,1540
43,7675,1540
44,11775,2566
45,11775,2566
46,11775,2566
47,11775,2566
48,4089,1030
49,4089,1030
50,7675,1540
51,7675,1540
52,11775,2566
53,11775,2566
54,11775,2566
55,11775,2566
56,4089,1030
57,4089,1030
58,7675,1540
59,7675,1540
60,11775,2566
61,11775,2566
62,11775,2566
63,11775,2566
64,4089,1030
65,4089,1030
66,7675,1540
67,7675,1540
68,4061,514
69,4061,514
70,11775,2566
71,11775,2566
72,4089,1030
73,4089,1030
74,7675,1540
75,7675,1540
76,4061,514
77,4061,514
78,11775,2566
79,11775,2566
80,4089,1030
81,4089,1030
82,7675,1540
83,7675,1540
84,4061,514
85,4061,514
86,11775,2566
87,11775,2566
88,4089,1030
89,4089,1030
90,7675,1540
91,7675,1540
92,4061,514
93,4061,514
94,11775,2566
95,11775,2566
96,4089,1030
97,4089,1030
98,7675,1540
99,7675,1540
100,11775,2566
101,11775,2566
102,11775,2566
103,11775,2566
104,4089,1030
105,4089,1030
106,7675,1540
107,7675,1540
108,11775,2566
109,11775,2566
110,11775,2566
111,11775,2566
112,4089,1030
113,4089,1030
114,7675,1540
115,7675,1540
116,11775,2566
117,11775,2566
118,11775,2566
119,11775,2566
120,4089,1030
121,4089,1030
122,7675,1540
123,7675,1540
124,11775,2566
125,11775,2566
126,11775,2566
127,11775,2566
128,4089,1030
129,4089,1030
130,7675,1540
131,7675,1540
132,4061,514
133,4061,514
134,11775,2566
135,11775,2566
136,4089,1030
137,4089,1030
138,7675,1540
139,7675,1540
140,4061,514
141,4061,514
142,11775,2566
143,11775,2566
