id,boa_peak,boa_size
0,14840,522
1,12217,778
2,14778,264
3,11003,647
4,11196,389
5,11709,391
6,10495,388
7,10495,388
8,14840,522
9,12217,778
10,14778,264
11,11003,647
12,11196,389
13,11709,391
14,10495,388
15,10495,388
16,14840,522
17,12217,778
18,14778,264
19,11003,647
20,11196,389
21,11709,391
22,10495,388
23,10495,388
24,14840,522
25,12217,778
26,14778,264
27,11003,647
28,11196,389
29,11709,391
30,10495,388
31,10495,388
32,14840,522
33,12217,778
34,14778,264
35,11003,647
36,11196,389
37,11709,391
38,10495,388
39,10495,388
40,14840,522
41,12217,778
42,14778,264
43,11003,647
44,11196,389
45,11709,391
46,10495,388
47,10495,388
48,14840,522
49,12217,778
50,14778,264
51,11003,647
52,11196,389
53,11709,391
54,10495,388
55,10495,388
56,14840,522
57,12217,778
58,14778,264
59,11003,647
60,11196,389
61,11709,391
62,10495,388
63,10495,388
64,14840,522
65,11003,647
66,11003,647
67,11003,647
68,10495,388
69,10495,388
70,10495,388
71,10495,388
72,14840,522
73,11003,647
74,11003,647
75,11003,647
76,10495,388
77,10495,388
78,10495,388
79,10495,388
80,14840,522
81,11003,647
82,11003,647
83,11003,647
84,10495,388
85,10495,388
86,10495,388
87,10495,388
88,14840,522
89,11003,647
90,11003,647
91,11003,647
92,10495,388
93,10495,388
94,10495,388
95,10495,388
96,14840,522
97,11003,647
98,11003,647
99,11003,647
100,10495,388
101,10495,388
102,10495,388
103,10495,388
104,14840,522
105,11003,647
106,11003,647
107,11003,647
108,10495,388
109,10495,388
110,10495,388
111,10495,388
112,14840,522
113,11003,647
114,11003,647
115,11003,647
116,10495,388
117,10495,388
118,10495,388
119,10495,388
120,14840,522
121,11003,647
122,11003,647
123,11003,647
124,10495,388
125,10495,388
126,10495,388
127,10495,388
128,14840,522
129,12217,778
130,14778,264
131,11003,647
132,11196,389
133,11709,391
134,10495,388
135,10495,388
136,14840,522
137,12217,778
138,14778,264
139,11003,647
140,11196,389
141,11709,391
142,10495,388
143,10495,388
144,14840,522
145,12217,778
146,14778,264
147,11003,647
148,11196,389
149,11709,391
150,10495,388
151,10495,388
152,14840,522
153,12217,778
154,14778,264
155,11003,647
156,11196,389
157,11709,391
158,10495,388
159,10495,388
160,14840,522
161,12217,778
162,14778,264
163,11003,647
164,11196,389
165,11709,391
166,10495,388
167,10495,388
168,14840,522
169,12217,778
170,14778,264
171,11003,647
172,11196,389
173,11709,391
174,10495,388
175,10495,388
176,14840,522
177,12217,778
178,14778,264
179,11003,647
180,11196,389
181,11709,391
182,10495,388
183,10495,388
184,14840,522
185,12217,778
186,14778,264
187,11003,647
188,11196,389
189,11709,391
190,10495,388
191,10495,388
192,14840,522
193,11003,647
194,11003,647
195,11003,647
196,10495,388
197,10495,388
198,10495,388
199,10495,388
200,14840,522
201,11003,647
202,11003,647
203,11003,647
204,10495,388
205,10495,388
206,10495,388
207,10495,388
208,14840,522
209,11003,647
210,11003,647
211,11003,647
212,10495,388
213,10495,388
214,10495,388
215,10495,388
216,14840,522
217,11003,647
218,11003,647
219,11003,647
220,10495,388
221,10495,388
222,10495,388
223,10495,388
224,14840,522
225,11003,647
226,11003,647
227,11003,647
228,10495,388
229,10495,388
230,10495,388
231,10495,388
232,14840,522
233,11003,647
234,11003,647
235,11003,647
236,10495,388
237,10495,388
238,10495,388
239,10495,388
240,14840,522
241,11003,647
242,11003,647
243,11003,647
244,10495,388
245,10495,388
246,10495,388
247,10495,388
248,14840,522
249,11003,647
250,11003,647
251,11003,647
252,10495,388
253,10495,388
254,10495,388
255,10495,388
256,14840,522
257,12217,778
258,14778,264
259,7099,198
260,11196,389
261,11709,391
262,6591,130
263,6591,130
264,14840,522
265,12217,778
266,14778,264
267,7099,198
268,11196,389
269,11709,391
270,6591,130
271,6591,130
272,14840,522
273,12217,778
274,14778,264
275,7099,198
276,11196,389
277,11709,391
278,6591,130
279,6591,130
280,14840,522
281,12217,778
282,14778,264
283,7099,198
284,11196,389
285,11709,391
286,6591,130
287,6591,130
288,14840,522
289,12217,778
290,14778,264
291,7099,198
292,11196,389
293,11709,391
294,6591,130
295,6591,130
296,14840,522
297,12217,778
298,14778,264
299,7099,198
300,11196,389
301,11709,391
302,6591,130
303,6591,130
304,14840,522
305,12217,778
306,14778,264
307,7099,198
308,11196,389
309,11709,391
310,6591,130
311,6591,130
312,14840,522
313,12217,778
314,14778,264
315,7099,198
316,11196,389
317,11709,391
318,6591,130
319,6591,130
320,14840,522
321,4089,199
322,6650,72
323,2043,98
324,3068,101
325,3581,101
326,1022,51
327,1535,49
328,14840,522
329,4089,199
330,6650,72
331,2043,98
332,3068,101
333,3581,101
334,1022,51
335,1535,49
336,14840,522
337,4089,199
338,6650,72
339,2043,98
340,3068,101
341,3581,101
342,1022,51
343,1535,49
344,14840,522
345,4089,199
346,6650,72
347,2043,98
348,3068,101
349,3581,101
350,1022,51
351,1535,49
352,14840,522
353,4089,199
354,6650,72
355,2043,98
356,3068,101
357,3581,101
358,1022,51
359,1535,49
360,14840,522
361,4089,199
362,6650,72
363,2043,98
364,3068,101
365,3581,101
366,1022,51
367,1535,49
368,14840,522
369,4089,199
370,6650,72
371,2043,98
372,3068,101
373,3581,101
374,1022,51
375,1535,49
376,14840,522
377,4089,199
378,6650,72
379,2043,98
380,3068,101
381,3581,101
382,1022,51
383,1535,49
384,14840,522
385,12217,778
386,14778,264
387,7099,198
388,11196,389
389,11709,391
390,6591,130
391,6591,130
392,14840,522
393,12217,778
394,14778,264
395,7099,198
396,11196,389
397,11709,391
398,6591,130
399,6591,130
400,14840,522
401,12217,778
402,14778,264
403,7099,198
404,11196,389
405,11709,391
406,6591,130
407,6591,130
408,14840,522
409,12217,778
410,14778,264
411,7099,198
412,11196,389
413,11709,391
414,6591,130
415,6591,130
416,14840,522
417,12217,778
418,14778,264
419,7099,198
420,11196,389
421,11709,391
422,6591,130
423,6591,130
424,14840,522
425,12217,778
426,14778,264
427,7099,198
428,11196,389
429,11709,391
430,6591,130
431,6591,130
432,14840,522
433,12217,778
434,14778,264
435,7099,198
436,11196,389
437,11709,391
438,6591,130
439,6591,130
440,14840,522
441,12217,778
442,14778,264
443,7099,198
444,11196,389
445,11709,391
446,6591,130
447,6591,130
448,14840,522
449,4089,199
450,6650,72
451,2043,98
452,3068,101
453,3581,101
454,1022,51
455,1535,49
456,14840,522
457,4089,199
458,6650,72
459,2043,98
460,3068,101
461,3581,101
462,1022,51
463,1535,49
464,14840,522
465,4089,199
466,6650,72
467,2043,98
468,3068,101
469,3581,101
470,1022,51
471,1535,49
472,14840,522
473,4089,199
474,6650,72
475,2043,98
476,3068,101
477,3581,101
478,1022,51
479,1535,49
480,14840,522
481,4089,199
482,6650,72
483,2043,98
484,3068,101
485,3581,101
486,1022,51
487,1535,49
488,14840,522
489,4089,199
490,6650,72
491,2043,98
492,3068,101
493,3581,101
494,1022,51
495,1535,49
496,14840,522
497,4089,199
498,6650,72
499,2043,98
500,3068,101
501,3581,101
502,1022,51
503,1535,49
504,14840,522
505,4089,199
506,6650,72
507,2043,98
508,3068,101
509,3581,101
510,1022,51
511,1535,49
512,11196,389
513,12217,778
514,11003,647
515,11003,647
516,11196,389
517,16125,1613
518,16063,1033
519,16063,1033
520,11196,389
521,12217,778
522,11003,647
523,11003,647
524,11196,389
525,16125,1613
526,16063,1033
527,16063,1033
528,11196,389
529,12217,778
530,11003,647
531,11003,647
532,11196,389
533,16125,1613
534,16063,1033
535,16063,1033
536,11196,389
537,12217,778
538,11003,647
539,11003,647
540,11196,389
541,16125,1613
542,16063,1033
543,16063,1033
544,11196,389
545,12217,778
546,11003,647
547,11003,647
548,11196,389
549,16125,1613
550,16063,1033
551,16063,1033
552,11196,389
553,12217,778
554,11003,647
555,11003,647
556,11196,389
557,16125,1613
558,16063,1033
559,16063,1033
560,11196,389
561,12217,778
562,11003,647
563,11003,647
564,11196,389
565,16125,1613
566,16063,1033
567,16063,1033
568,11196,389
569,12217,778
570,11003,647
571,11003,647
572,11196,389
573,16125,1613
574,16063,1033
575,16063,1033
576,11003,647
577,11003,647
578,11003,647
579,11003,647
580,16125,1613
581,16125,1613
582,7935,530
583,7935,530
584,11003,647
585,11003,647
586,11003,647
587,11003,647
588,16125,1613
589,16125,1613
590,7935,530
591,7935,530
592,11003,647
593,11003,647
594,11003,647
595,11003,647
596,16125,1613
597,16125,1613
598,7935,530
599,7935,530
600,11003,647
601,11003,647
602,11003,647
603,11003,647
604,16125,1613
605,16125,1613
606,7935,530
607,7935,530
608,11003,647
609,11003,647
610,11003,647
611,11003,647
612,16125,1613
613,16125,1613
614,7935,530
615,7935,530
616,11003,647
617,11003,647
618,11003,647
619,11003,647
620,16125,1613
621,16125,1613
622,7935,530
623,7935,530
624,11003,647
625,11003,647
626,11003,647
627,11003,647
628,16125,1613
629,16125,1613
630,7935,530
631,7935,530
632,11003,647
633,11003,647
634,11003,647
635,11003,647
636,16125,1613
637,16125,1613
638,7935,530
639,7935,530
640,11196,389
641,12217,778
642,11003,647
643,11003,647
644,11196,389
645,16125,1613
646,16063,1033
647,16063,1033
648,11196,389
649,12217,778
650,11003,647
651,11003,647
652,11196,389
653,16125,1613
654,16063,1033
655,16063,1033
656,11196,389
657,12217,778
658,11003,647
659,11003,647
660,11196,389
661,16125,1613
662,16063,1033
663,16063,1033
664,11196,389
665,12217,778
666,11003,647
667,11003,647
668,11196,389
669,16125,1613
670,16063,1033
671,16063,1033
672,11196,389
673,12217,778
674,11003,647
675,11003,647
676,11196,389
677,16125,1613
678,16063,1033
679,16063,1033
680,11196,389
681,12217,778
682,11003,647
683,11003,647
684,11196,389
685,16125,1613
686,16063,1033
687,16063,1033
688,11196,389
689,12217,778
690,11003,647
691,11003,647
692,11196,389
693,16125,1613
694,16063,1033
695,16063,1033
696,11196,389
697,12217,778
698,11003,647
699,11003,647
700,11196,389
701,16125,1613
702,16063,1033
703,16063,1033
704,11003,647
705,11003,647
706,11003,647
707,11003,647
708,16125,1613
709,16125,1613
710,7935,530
711,7935,530
712,11003,647
713,11003,647
714,11003,647
715,11003,647
716,16125,1613
717,16125,1613
718,7935,530
719,7935,530
720,11003,647
721,11003,647
722,11003,647
723,11003,647
724,16125,1613
725,16125,1613
726,7935,530
727,7935,530
728,11003,647
729,11003,647
730,11003,647
731,11003,647
732,16125,1613
733,16125,1613
734,7935,530
735,7935,530
736,11003,647
737,11003,647
738,11003,647
739,11003,647
740,16125,1613
741,16125,1613
742,7935,530
743,7935,530
744,11003,647
745,11003,647
746,11003,647
747,11003,647
748,16125,1613
749,16125,1613
750,7935,530
751,7935,530
752,11003,647
753,11003,647
754,11003,647
755,11003,647
756,16125,1613
757,16125,1613
758,7935,530
759,7935,530
760,11003,647
761,11003,647
762,11003,647
763,11003,647
764,16125,1613
765,16125,1613
766,7935,530
767,7935,530
768,11196,389
769,12217,778
770,7099,198
771,7099,198
772,11196,389
773,8125,292
774,9150,67
775,6079,144
776,11196,389
777,12217,778
778,7099,198
779,7099,198
780,11196,389
781,8125,292
782,9150,67
783,6079,144
784,11196,389
785,12217,778
786,7099,198
787,7099,198
788,11196,389
789,8125,292
790,9150,67
791,6079,144
792,11196,389
793,12217,778
794,7099,198
795,7099,198
796,11196,389
797,8125,292
798,9150,67
799,6079,144
800,11196,389
801,12217,778
802,7099,198
803,7099,198
804,11196,389
805,8125,292
806,9150,67
807,6079,144
808,11196,389
809,12217,778
810,7099,198
811,7099,198
812,11196,389
813,8125,292
814,9150,67
815,6079,144
816,11196,389
817,12217,778
818,7099,198
819,7099,198
820,11196,389
821,8125,292
822,9150,67
823,6079,144
824,11196,389
825,12217,778
826,7099,198
827,7099,198
828,11196,389
829,8125,292
830,9150,67
831,6079,144
832,3068,101
833,4089,199
834,1022,51
835,2043,98
836,3068,101
837,6141,97
838,1022,51
839,4087,105
840,3068,101
841,4089,199
842,1022,51
843,2043,98
844,3068,101
845,6141,97
846,1022,51
847,9183,34
848,3068,101
849,4089,199
850,1022,51
851,2043,98
852,3068,101
853,6141,97
854,1022,51
855,4087,105
856,3068,101
857,4089,199
858,1022,51
859,2043,98
860,3068,101
861,6141,97
862,1022,51
863,9183,34
864,3068,101
865,4089,199
866,1022,51
867,2043,98
868,3068,101
869,6141,97
870,1022,51
871,4087,105
872,3068,101
873,4089,199
874,1022,51
875,2043,98
876,3068,101
877,6141,97
878,1022,51
879,3055,18
880,3068,101
881,4089,199
882,1022,51
883,2043,98
884,3068,101
885,6141,97
886,1022,51
887,4087,105
888,3068,101
889,4089,199
890,1022,51
891,2043,98
892,3068,101
893,6141,97
894,1022,51
895,8063,32
896,11196,389
897,12217,778
898,7099,198
899,7099,198
900,11196,389
901,8125,292
902,9150,67
903,6079,144
904,11196,389
905,12217,778
906,7099,198
907,7099,198
908,11196,389
909,8125,292
910,9150,67
911,6079,144
912,11196,389
913,12217,778
914,7099,198
915,7099,198
916,11196,389
917,8125,292
918,9150,67
919,6079,144
920,11196,389
921,12217,778
922,7099,198
923,7099,198
924,11196,389
925,8125,292
926,9150,67
927,6079,144
928,11196,389
929,12217,778
930,7099,198
931,7099,198
932,11196,389
933,8125,292
934,9150,67
935,6079,144
936,11196,389
937,12217,778
938,7099,198
939,7099,198
940,11196,389
941,8125,292
942,9150,67
943,6079,144
944,11196,389
945,12217,778
946,7099,198
947,7099,198
948,11196,389
949,8125,292
950,9150,67
951,6079,144
952,11196,389
953,12217,778
954,7099,198
955,7099,198
956,11196,389
957,8125,292
958,9150,67
959,6079,144
960,3068,101
961,4089,199
962,1022,51
963,2043,98
964,3068,101
965,6141,97
966,1022,51
967,4087,105
968,3068,101
969,4089,199
970,1022,51
971,2043,98
972,3068,101
973,6141,97
974,1022,51
975,9183,34
976,3068,101
977,4089,199
978,1022,51
979,2043,98
980,3068,101
981,6141,97
982,1022,51
983,4087,105
984,3068,101
985,4089,199
986,1022,51
987,2043,98
988,3068,101
989,6141,97
990,1022,51
991,9183,34
992,3068,101
993,4089,199
994,1022,51
995,2043,98
996,3068,101
997,6141,97
998,1022,51
999,4087,105
1000,3068,101
1001,4089,199
1002,1022,51
1003,2043,98
1004,3068,101
1005,6141,97
1006,1022,51
1007,3055,18
1008,3068,101
1009,4089,199
1010,1022,51
1011,2043,98
1012,3068,101
1013,6141,97
1014,1022,51
1015,4087,105
1016,3068,101
1017,4089,199
1018,1022,51
1019,2043,98
1020,3068,101
1021,6141,97
1022,1022,51
1023,1022,51
1024,12217,778
1025,12217,778
1026,12026,388
1027,15611,774
1028,11709,391
1029,11709,391
1030,11518,194
1031,16063,1033
1032,12217,778
1033,12217,778
1034,12026,388
1035,15611,774
1036,11709,391
1037,11709,391
1038,11518,194
1039,16063,1033
1040,12217,778
1041,12217,778
1042,12026,388
1043,15611,774
1044,11709,391
1045,11709,391
1046,11518,194
1047,16063,1033
1048,12217,778
1049,12217,778
1050,12026,388
1051,15611,774
1052,11709,391
1053,11709,391
1054,11518,194
1055,16063,1033
1056,12217,778
1057,12217,778
1058,12026,388
1059,15611,774
1060,11709,391
1061,11709,391
1062,11518,194
1063,16063,1033
1064,12217,778
1065,12217,778
1066,12026,388
1067,15611,774
1068,11709,391
1069,11709,391
1070,11518,194
1071,16063,1033
1072,12217,778
1073,12217,778
1074,12026,388
1075,15611,774
1076,11709,391
1077,11709,391
1078,11518,194
1079,16063,1033
1080,12217,778
1081,12217,778
1082,12026,388
1083,15611,774
1084,11709,391
1085,11709,391
1086,11518,194
1087,16063,1033
1088,12026,388
1089,15611,774
1090,12026,388
1091,15611,774
1092,11518,194
1093,16125,1613
1094,11518,194
1095,7935,530
1096,12026,388
1097,15611,774
1098,12026,388
1099,15611,774
1100,11518,194
