id,eigencentrality,is_peak,fitness
0,0.0,False,0.0
1,0.0,False,0.0009763240814208984
2,0.0,False,0.0019521713256835938
3,0.0,False,0.002927541732788086
4,0.0,False,0.003902435302734375
5,0.0,False,0.004876852035522461
6,0.0,False,0.005850791931152344
7,0.0,False,0.0068242549896240234
8,0.0,False,0.0077972412109375
9,0.0,False,0.008769750595092773
10,0.0,False,0.009741783142089844
11,0.0,False,0.010713338851928711
12,0.0,False,0.011684417724609375
13,0.0,False,0.012655019760131836
14,0.0,False,0.013625144958496094
15,0.0,False,0.014594793319702148
16,0.0,False,0.01556396484375
17,0.0,False,0.01653265953063965
18,0.0,False,0.017500877380371094
19,0.0,False,0.018468618392944336
20,0.0,False,0.019435882568359375
21,0.0,False,0.02040266990661621
22,0.0,False,0.021368980407714844
23,0.0,False,0.022334814071655273
24,0.0,False,0.0233001708984375
25,0.0,False,0.024265050888061523
26,0.0,False,0.025229454040527344
27,0.0,False,0.02619338035583496
28,0.0,False,0.027156829833984375
29,0.0,False,0.028119802474975586
30,0.0,False,0.029082298278808594
31,0.0,False,0.0300443172454834
32,0.0,False,0.031005859375
33,0.0,False,0.0319669246673584
34,0.0,False,0.032927513122558594
35,0.0,False,0.033887624740600586
36,0.0,False,0.034847259521484375
37,0.0,False,0.03580641746520996
38,0.0,False,0.036765098571777344
39,0.0,False,0.03772330284118652
40,0.0,False,0.0386810302734375
41,0.0,False,0.03963828086853027
42,0.0,False,0.040595054626464844
43,0.0,False,0.04155135154724121
44,0.0,False,0.042507171630859375
45,0.0,False,0.043462514877319336
46,0.0,False,0.044417381286621094
47,0.0,False,0.04537177085876465
48,0.0,False,0.04632568359375
49,0.0,False,0.04727911949157715
50,0.0,False,0.048232078552246094
51,0.0,False,0.049184560775756836
52,0.0,False,0.050136566162109375
53,0.0,False,0.05108809471130371
54,0.0,False,0.052039146423339844
55,0.0,False,0.05298972129821777
56,0.0,False,0.0539398193359375
57,0.0,False,0.05488944053649902
58,0.0,False,0.055838584899902344
59,0.0,False,0.05678725242614746
60,0.0,False,0.057735443115234375
61,0.0,False,0.058683156967163086
62,0.0,False,0.059630393981933594
63,0.0,False,0.0605771541595459
64,0.0,False,0.0615234375
65,0.0,False,0.0624692440032959
66,0.0,False,0.0634145736694336
67,0.0,False,0.06435942649841309
68,0.0,False,0.06530380249023438
69,0.0,False,0.06624770164489746
70,0.0,False,0.06719112396240234
71,0.0,False,0.06813406944274902
72,0.0,False,0.0690765380859375
73,0.0,False,0.07001852989196777
74,0.0,False,0.07096004486083984
75,0.0,False,0.07190108299255371
76,0.0,False,0.07284164428710938
77,0.0,False,0.07378172874450684
78,0.0,False,0.0747213363647461
79,0.0,False,0.07566046714782715
80,0.0,False,0.07659912109375
81,0.0,False,0.07753729820251465
82,0.0,False,0.0784749984741211
83,0.0,False,0.07941222190856934
84,0.0,False,0.08034896850585938
85,0.0,False,0.08128523826599121
86,0.0,False,0.08222103118896484
87,0.0,False,0.08315634727478027
88,0.0,False,0.0840911865234375
89,0.0,False,0.08502554893493652
90,0.0,False,0.08595943450927734
91,0.0,False,0.08689284324645996
92,0.0,False,0.08782577514648438
93,0.0,False,0.08875823020935059
94,0.0,False,0.0896902084350586
95,0.0,False,0.0906217098236084
96,0.0,False,0.091552734375
97,0.0,False,0.0924832820892334
98,0.0,False,0.0934133529663086
99,0.0,False,0.09434294700622559
100,0.0,False,0.09527206420898438
101,0.0,False,0.09620070457458496
102,0.0,False,0.09712886810302734
103,0.0,False,0.09805655479431152
104,0.0,False,0.0989837646484375
105,0.0,False,0.09991049766540527
106,0.0,False,0.10083675384521484
107,0.0,False,0.10176253318786621
108,0.0,False,0.10268783569335938
109,0.0,False,0.10361266136169434
110,0.0,False,0.1045370101928711
111,0.0,False,0.10546088218688965
112,0.0,False,0.10638427734375
113,0.0,False,0.10730719566345215
114,0.0,False,0.1082296371459961
115,0.0,False,0.10915160179138184
116,0.0,False,0.11007308959960938
117,0.0,False,0.11099410057067871
118,0.0,False,0.11191463470458984
119,0.0,False,0.11283469200134277
120,0.0,False,0.1137542724609375
121,0.0,False,0.11467337608337402
122,0.0,False,0.11559200286865234
123,0.0,False,0.11651015281677246
124,0.0,False,0.11742782592773438
125,0.0,False,0.11834502220153809
126,0.0,False,0.1192617416381836
127,0.0,False,0.1201779842376709
128,0.0,False,0.12109375
129,0.0,False,0.1220090389251709
130,0.0,False,0.1229238510131836
131,0.0,False,0.12383818626403809
132,0.0,False,0.12475204467773438
133,0.0,False,0.12566542625427246
134,0.0,False,0.12657833099365234
135,0.0,False,0.12749075889587402
136,0.0,False,0.1284027099609375
137,0.0,False,0.12931418418884277
138,0.0,False,0.13022518157958984
139,0.0,False,0.1311357021331787
140,0.0,False,0.13204574584960938
141,0.0,False,0.13295531272888184
142,0.0,False,0.1338644027709961
143,0.0,False,0.13477301597595215
144,0.0,False,0.13568115234375
145,0.0,False,0.13658881187438965
146,0.0,False,0.1374959945678711
147,0.0,False,0.13840270042419434
148,0.0,False,0.13930892944335938
149,0.0,False,0.1402146816253662
150,0.0,False,0.14111995697021484
151,0.0,False,0.14202475547790527
152,0.0,False,0.1429290771484375
153,0.0,False,0.14383292198181152
154,0.0,False,0.14473628997802734
155,0.0,False,0.14563918113708496
156,0.0,False,0.14654159545898438
157,0.0,False,0.14744353294372559
158,0.0,False,0.1483449935913086
159,0.0,False,0.1492459774017334
160,0.0,False,0.150146484375
161,0.0,False,0.1510465145111084
162,0.0,False,0.1519460678100586
163,0.0,False,0.15284514427185059
164,0.0,False,0.15374374389648438
165,0.0,False,0.15464186668395996
166,0.0,False,0.15553951263427734
167,0.0,False,0.15643668174743652
168,0.0,False,0.1573333740234375
169,0.0,False,0.15822958946228027
170,0.0,False,0.15912532806396484
171,0.0,False,0.1600205898284912
172,0.0,False,0.16091537475585938
173,0.0,False,0.16180968284606934
174,0.0,False,0.1627035140991211
175,0.0,False,0.16359686851501465
176,0.0,False,0.16448974609375
177,0.0,False,0.16538214683532715
178,0.0,False,0.1662740707397461
179,0.0,False,0.16716551780700684
180,0.0,False,0.16805648803710938
181,0.0,False,0.1689469814300537
182,0.0,False,0.16983699798583984
183,0.0,False,0.17072653770446777
184,0.0,False,0.1716156005859375
185,0.0,False,0.17250418663024902
186,0.0,False,0.17339229583740234
187,0.0,False,0.17427992820739746
188,0.0,False,0.17516708374023438
189,0.0,False,0.17605376243591309
190,0.0,False,0.1769399642944336
191,0.0,False,0.1778256893157959
192,0.0,False,0.1787109375
193,0.0,False,0.1795957088470459
194,0.0,False,0.1804800033569336
195,0.0,False,0.18136382102966309
196,0.0,False,0.18224716186523438
197,0.0,False,0.18313002586364746
198,0.0,False,0.18401241302490234
199,0.0,False,0.18489432334899902
200,0.0,False,0.1857757568359375
201,0.0,False,0.18665671348571777
202,0.0,False,0.18753719329833984
203,0.0,False,0.1884171962738037
204,0.0,False,0.18929672241210938
205,0.0,False,0.19017577171325684
206,0.0,False,0.1910543441772461
207,0.0,False,0.19193243980407715
208,0.0,False,0.19281005859375
209,0.0,False,0.19368720054626465
210,0.0,False,0.1945638656616211
211,0.0,False,0.19544005393981934
212,0.0,False,0.19631576538085938
213,0.0,False,0.1971909999847412
214,0.0,False,0.19806575775146484
215,0.0,False,0.19894003868103027
216,0.0,False,0.1998138427734375
217,0.0,False,0.20068717002868652
218,0.0,False,0.20156002044677734
219,0.0,False,0.20243239402770996
220,0.0,False,0.20330429077148438
221,0.0,False,0.20417571067810059
222,0.0,False,0.2050466537475586
223,0.0,False,0.2059171199798584
224,0.0,False,0.206787109375
225,0.0,False,0.2076566219329834
226,0.0,False,0.2085256576538086
227,0.0,False,0.20939421653747559
228,0.0,False,0.21026229858398438
229,0.0,False,0.21112990379333496
230,0.0,False,0.21199703216552734
231,0.0,False,0.21286368370056152
232,0.0,False,0.2137298583984375
233,0.0,False,0.21459555625915527
234,0.0,False,0.21546077728271484
235,0.0,False,0.2163255214691162
