id,boa_peak,boa_size
0,6911,2054
1,6911,2054
2,6911,2054
3,6911,2054
4,6911,2054
5,6911,2054
6,6911,2054
7,6911,2054
8,6911,2054
9,6911,2054
10,6911,2054
11,6911,2054
12,6911,2054
13,6911,2054
14,6911,2054
15,6911,2054
16,6911,2054
17,6911,2054
18,6911,2054
19,6911,2054
20,6911,2054
21,6911,2054
22,6911,2054
23,6911,2054
24,6911,2054
25,6911,2054
26,6911,2054
27,6911,2054
28,6911,2054
29,6911,2054
30,6911,2054
31,6911,2054
32,6911,2054
33,6911,2054
34,6911,2054
35,6911,2054
36,6911,2054
37,6911,2054
38,6911,2054
39,6911,2054
40,6911,2054
41,6911,2054
42,6911,2054
43,6911,2054
44,6911,2054
45,6911,2054
46,6911,2054
47,6911,2054
48,6911,2054
49,6911,2054
50,6911,2054
51,6911,2054
52,6911,2054
53,6911,2054
54,6911,2054
55,6911,2054
56,6911,2054
57,6911,2054
58,6911,2054
59,6911,2054
60,6911,2054
61,6911,2054
62,6911,2054
63,6911,2054
64,6911,2054
65,6911,2054
66,6911,2054
67,6911,2054
68,6911,2054
69,6911,2054
70,6911,2054
71,6911,2054
72,6911,2054
73,6911,2054
74,6911,2054
75,6911,2054
76,6911,2054
77,6911,2054
78,6911,2054
79,6911,2054
80,6911,2054
81,6911,2054
82,6911,2054
83,6911,2054
84,6911,2054
85,6911,2054
86,6911,2054
87,6911,2054
88,6911,2054
89,6911,2054
90,6911,2054
91,6911,2054
92,6911,2054
93,6911,2054
94,6911,2054
95,6911,2054
96,6911,2054
97,6911,2054
98,6911,2054
99,6911,2054
100,6911,2054
101,6911,2054
102,6911,2054
103,6911,2054
104,6911,2054
105,6911,2054
106,6911,2054
107,6911,2054
108,6911,2054
109,6911,2054
110,6911,2054
111,6911,2054
112,6911,2054
113,6911,2054
114,6911,2054
115,6911,2054
116,6911,2054
117,6911,2054
118,6911,2054
119,6911,2054
120,6911,2054
121,6911,2054
122,6911,2054
123,6911,2054
124,6911,2054
125,6911,2054
126,6911,2054
127,6911,2054
128,6911,2054
129,6911,2054
130,6911,2054
131,6911,2054
132,6911,2054
133,6911,2054
134,6911,2054
135,6911,2054
136,6911,2054
137,6911,2054
138,6911,2054
139,6911,2054
140,6911,2054
141,6911,2054
142,6911,2054
143,6911,2054
144,6911,2054
145,6911,2054
146,6911,2054
147,6911,2054
148,6911,2054
149,6911,2054
150,6911,2054
151,6911,2054
152,6911,2054
153,6911,2054
154,6911,2054
155,6911,2054
156,6911,2054
157,6911,2054
158,6911,2054
159,6911,2054
160,6911,2054
161,6911,2054
162,6911,2054
163,6911,2054
164,6911,2054
165,6911,2054
166,6911,2054
167,6911,2054
168,6911,2054
169,6911,2054
170,6911,2054
171,6911,2054
172,6911,2054
173,6911,2054
174,6911,2054
175,6911,2054
176,6911,2054
177,6911,2054
178,6911,2054
179,6911,2054
180,6911,2054
181,6911,2054
182,6911,2054
183,6911,2054
184,6911,2054
185,6911,2054
186,6911,2054
187,6911,2054
188,6911,2054
189,6911,2054
190,6911,2054
191,6911,2054
192,6911,2054
193,6911,2054
194,6911,2054
195,6911,2054
196,6911,2054
197,6911,2054
198,6911,2054
199,6911,2054
200,6911,2054
201,6911,2054
202,6911,2054
203,6911,2054
204,6911,2054
205,6911,2054
