id,boa_peak,boa_size
0,9279,262
1,9279,262
2,9279,262
3,9279,262
4,9279,262
5,9279,262
6,9279,262
7,9279,262
8,9279,262
9,9279,262
10,9279,262
11,9279,262
12,9279,262
13,9279,262
14,9279,262
15,9279,262
16,9279,262
17,9279,262
18,9279,262
19,9279,262
20,9279,262
21,9279,262
22,9279,262
23,9279,262
24,9279,262
25,9279,262
26,9279,262
27,9279,262
28,9279,262
29,9279,262
30,9279,262
31,9279,262
32,9279,262
33,9279,262
34,9279,262
35,9279,262
36,9279,262
37,9279,262
38,9279,262
39,9279,262
40,9279,262
41,9279,262
42,9279,262
43,9279,262
44,9279,262
45,9279,262
46,9279,262
47,9279,262
48,9279,262
49,9279,262
50,9279,262
51,9279,262
52,9279,262
53,9279,262
54,9279,262
55,9279,262
56,9279,262
57,9279,262
58,9279,262
59,9279,262
60,9279,262
61,9279,262
62,9279,262
63,9279,262
64,10367,258
65,10367,258
66,10367,258
67,10367,258
68,10367,258
69,10367,258
70,10367,258
71,10367,258
72,10367,258
73,10367,258
74,10367,258
75,10367,258
76,10367,258
77,10367,258
78,10367,258
79,10367,258
80,10367,258
81,10367,258
82,10367,258
83,10367,258
84,10367,258
85,10367,258
86,10367,258
87,10367,258
88,10367,258
89,10367,258
90,10367,258
91,10367,258
92,10367,258
93,10367,258
94,10367,258
95,10367,258
96,10367,258
97,10367,258
98,10367,258
99,10367,258
100,10367,258
101,10367,258
102,10367,258
103,10367,258
104,10367,258
105,10367,258
106,10367,258
107,10367,258
108,10367,258
109,10367,258
110,10367,258
111,10367,258
112,10367,258
113,10367,258
114,10367,258
115,10367,258
116,10367,258
117,10367,258
118,10367,258
119,10367,258
120,10367,258
121,10367,258
122,10367,258
123,10367,258
124,10367,258
125,10367,258
126,10367,258
127,10367,258
128,12991,647
129,12991,647
130,12991,647
131,12991,647
132,12991,647
133,12991,647
134,12991,647
135,12991,647
136,12991,647
137,12991,647
138,12991,647
139,12991,647
140,12991,647
141,12991,647
142,12991,647
143,12991,647
144,12991,647
145,12991,647
146,12991,647
147,12991,647
148,12991,647
149,12991,647
150,12991,647
151,12991,647
152,12991,647
153,12991,647
154,12991,647
155,12991,647
156,12991,647
157,12991,647
158,12991,647
159,12991,647
160,12991,647
161,12991,647
162,12991,647
163,12991,647
164,12991,647
165,12991,647
166,12991,647
167,12991,647
168,12991,647
169,12991,647
170,12991,647
171,12991,647
172,12991,647
173,12991,647
174,12991,647
175,12991,647
176,12991,647
177,12991,647
178,12991,647
179,12991,647
180,12991,647
181,12991,647
182,12991,647
183,12991,647
184,12991,647
185,12991,647
186,12991,647
187,12991,647
188,12991,647
189,12991,647
190,12991,647
191,12991,647
192,12543,388
193,12543,388
194,12543,388
195,12543,388
196,12543,388
197,12543,388
198,12543,388
199,12543,388
200,12543,388
201,12543,388
202,12543,388
203,12543,388
204,12543,388
205,12543,388
206,12543,388
207,12543,388
208,12543,388
209,12543,388
210,12543,388
211,12543,388
212,12543,388
213,12543,388
214,12543,388
215,12543,388
216,12543,388
217,12543,388
218,12543,388
219,12543,388
220,12543,388
221,12543,388
222,12543,388
223,12543,388
224,12543,388
225,12543,388
226,12543,388
227,12543,388
228,12543,388
229,12543,388
230,12543,388
231,12543,388
232,12543,388
233,12543,388
234,12543,388
235,12543,388
236,12543,388
237,12543,388
238,12543,388
239,12543,388
240,12543,388
241,12543,388
242,12543,388
243,12543,388
244,12543,388
245,12543,388
246,12543,388
247,12543,388
248,12543,388
249,12543,388
250,12543,388
251,12543,388
252,12543,388
253,12543,388
254,12543,388
255,12543,388
256,10559,259
257,10559,259
258,10559,259
259,10559,259
260,10559,259
261,10559,259
262,10559,259
263,10559,259
264,10559,259
265,10559,259
266,10559,259
267,10559,259
268,10559,259
269,10559,259
270,10559,259
271,10559,259
272,10559,259
273,10559,259
274,10559,259
275,10559,259
276,10559,259
277,10559,259
278,10559,259
279,10559,259
280,10559,259
281,10559,259
282,10559,259
283,10559,259
284,10559,259
285,10559,259
286,10559,259
287,10559,259
288,10559,259
289,10559,259
290,10559,259
291,10559,259
292,10559,259
293,10559,259
294,10559,259
295,10559,259
296,10559,259
297,10559,259
298,10559,259
299,10559,259
300,10559,259
301,10559,259
302,10559,259
303,10559,259
304,10559,259
305,10559,259
306,10559,259
307,10559,259
308,10559,259
309,10559,259
310,10559,259
311,10559,259
312,10559,259
313,10559,259
314,10559,259
315,10559,259
316,10559,259
317,10559,259
318,10559,259
319,10559,259
320,8703,259
321,8703,259
322,8703,259
323,8703,259
