id,boa_peak,boa_size
0,10927,518
1,10927,518
2,10927,518
3,10927,518
4,10927,518
5,10927,518
6,10927,518
7,10927,518
8,10927,518
9,10927,518
10,10927,518
11,10927,518
12,10927,518
13,10927,518
14,10927,518
15,10927,518
16,15038,774
17,11071,258
18,15038,774
19,11071,258
20,15038,774
21,11071,258
22,15038,774
23,11071,258
24,15038,774
25,11071,258
26,15038,774
27,11071,258
28,15038,774
29,11071,258
30,15038,774
31,11071,258
32,10927,518
33,10927,518
34,10927,518
35,10927,518
36,10927,518
37,10927,518
38,10927,518
39,10927,518
40,10927,518
41,10927,518
42,10927,518
43,10927,518
44,10927,518
45,10927,518
46,10927,518
47,10927,518
48,15038,774
49,11071,258
50,15038,774
51,11071,258
52,15038,774
53,11071,258
54,15038,774
55,11071,258
56,15038,774
57,11071,258
58,15038,774
59,11071,258
60,15038,774
61,11071,258
62,15038,774
63,11071,258
64,15342,1547
65,14959,258
66,15342,1547
67,14959,258
68,15342,1547
69,14959,258
70,15342,1547
71,14959,258
72,15342,1547
73,14959,258
74,15342,1547
75,14959,258
76,15342,1547
77,14959,258
78,15342,1547
79,14959,258
80,11262,774
81,10879,129
82,11262,774
83,10879,129
84,11262,774
85,10879,129
86,11262,774
87,10879,129
88,11262,774
89,10879,129
90,11262,774
91,10879,129
92,11262,774
93,10879,129
94,11262,774
95,10879,129
96,15342,1547
97,14959,258
98,15342,1547
99,14959,258
100,15342,1547
101,14959,258
102,15342,1547
103,14959,258
104,15342,1547
105,14959,258
106,15342,1547
107,14959,258
108,15342,1547
109,14959,258
110,15342,1547
111,14959,258
112,11262,774
113,10879,129
114,11262,774
115,10879,129
116,11262,774
117,10879,129
118,11262,774
119,10879,129
120,11262,774
121,10879,129
122,11262,774
123,10879,129
124,11262,774
125,10879,129
126,11262,774
127,10879,129
128,10927,518
129,10927,518
130,10927,518
131,10927,518
132,10927,518
133,10927,518
134,10927,518
135,10927,518
136,10927,518
137,10927,518
138,10927,518
139,10927,518
140,10927,518
141,10927,518
142,10927,518
143,10927,518
144,15038,774
145,13311,1284
146,15038,774
147,13311,1284
148,15038,774
149,13311,1284
150,15038,774
151,13311,1284
152,15038,774
153,13311,1284
154,15038,774
155,13311,1284
156,15038,774
157,13311,1284
158,15038,774
159,13311,1284
160,10927,518
161,10927,518
162,10927,518
163,10927,518
164,10927,518
165,10927,518
166,10927,518
167,10927,518
168,10927,518
169,10927,518
170,10927,518
171,10927,518
172,10927,518
173,10927,518
174,10927,518
175,10927,518
176,15038,774
177,13311,1284
178,15038,774
179,13311,1284
180,15038,774
181,13311,1284
182,15038,774
183,13311,1284
184,15038,774
185,13311,1284
186,15038,774
187,13311,1284
188,15038,774
189,13311,1284
190,15038,774
191,13311,1284
192,15342,1547
193,9967,259
194,15342,1547
195,9967,259
196,15342,1547
197,9967,259
198,15342,1547
199,9967,259
200,15342,1547
201,9967,259
202,15342,1547
203,9967,259
204,15342,1547
205,9967,259
206,15342,1547
207,9967,259
208,11262,774
209,13311,1284
210,11262,774
211,13311,1284
212,11262,774
213,13311,1284
214,11262,774
215,13311,1284
216,11262,774
217,13311,1284
218,11262,774
219,13311,1284
220,11262,774
221,13311,1284
222,11262,774
223,13311,1284
224,15342,1547
225,9967,259
226,15342,1547
227,9967,259
228,15342,1547
229,9967,259
230,15342,1547
231,9967,259
232,15342,1547
233,9967,259
234,15342,1547
235,9967,259
236,15342,1547
237,9967,259
238,15342,1547
239,9967,259
240,11262,774
241,13311,1284
242,11262,774
243,13311,1284
244,11262,774
245,13311,1284
246,11262,774
247,13311,1284
248,11262,774
249,13311,1284
250,11262,774
251,13311,1284
252,11262,774
253,13311,1284
254,11262,774
255,13311,1284
256,15342,1547
257,15151,388
258,15342,1547
259,15151,388
260,15342,1547
261,15151,388
262,15342,1547
263,15151,388
264,15342,1547
265,15151,388
266,15342,1547
267,15151,388
268,15342,1547
269,15151,388
270,15342,1547
271,15151,388
272,11262,774
273,11071,258
274,11262,774
275,11071,258
276,11262,774
277,11071,258
278,11262,774
279,11071,258
280,11262,774
281,11071,258
282,11262,774
283,11071,258
284,11262,774
285,11071,258
286,11262,774
287,11071,258
288,15342,1547
289,15151,388
290,15342,1547
291,15151,388
292,15342,1547
293,15151,388
294,15342,1547
295,15151,388
296,15342,1547
297,15151,388
298,15342,1547
299,15151,388
300,15342,1547
301,15151,388
302,15342,1547
303,15151,388
304,11262,774
305,11071,258
306,11262,774
307,11071,258
308,11262,774
309,11071,258
310,11262,774
311,11071,258
312,11262,774
313,11071,258
314,11262,774
315,11071,258
316,11262,774
317,11071,258
318,11262,774
319,11071,258
320,15342,1547
321,11119,128
322,15342,1547
323,11119,128
324,15342,1547
325,11119,128
326,15342,1547
327,11119,128
328,15342,1547
329,11119,128
330,15342,1547
331,11119,128
332,15342,1547
333,11119,128
334,15342,1547
335,11119,128
336,11262,774
337,13311,1284
338,11262,774
339,13311,1284
340,11262,774
341,13311,1284
342,11262,774
343,13311,1284
344,11262,774
345,13311,1284
346,11262,774
347,13311,1284
348,11262,774
349,13311,1284
350,11262,774
351,13311,1284
352,15342,1547
353,11119,128
354,15342,1547
355,11119,128
356,15342,1547
357,11119,128
358,15342,1547
359,11119,128
360,15342,1547
361,11119,128
362,15342,1547
363,11119,128
364,15342,1547
365,11119,128
366,15342,1547
367,11119,128
368,11262,774
369,13311,1284
370,11262,774
371,13311,1284
372,11262,774
373,13311,1284
374,11262,774
375,13311,1284
376,11262,774
377,13311,1284
378,11262,774
379,13311,1284
380,11262,774
381,13311,1284
382,11262,774
383,13311,1284
384,15342,1547
385,10159,454
386,15342,1547
387,10159,454
388,15342,1547
389,10159,454
390,15342,1547
391,10159,454
392,15342,1547
393,10159,454
394,15342,1547
395,10159,454
396,15342,1547
397,10159,454
398,15342,1547
399,10159,454
400,11262,774
401,13311,1284
402,11262,774
403,13311,1284
404,11262,774
405,13311,1284
406,11262,774
407,13311,1284
408,11262,774
409,13311,1284
410,11262,774
411,13311,1284
412,11262,774
413,13311,1284
414,11262,774
415,13311,1284
416,15342,1547
417,10159,454
418,15342,1547
419,10159,454
420,15342,1547
421,10159,454
422,15342,1547
423,10159,454
424,15342,1547
425,10159,454
426,15342,1547
427,10159,454
428,15342,1547
429,10159,454
430,15342,1547
431,10159,454
432,11262,774
433,13311,1284
434,11262,774
435,13311,1284
436,11262,774
437,13311,1284
438,11262,774
439,13311,1284
