2657;2656
680;680
1376;1376
2344;2344
260;262
1600;1608
840;840
1600;1600
680;648
260;260
4;4
2972;2972
3949;3949
1245;1245
3363;3363
2537;2537
442;442
2471;2471
3667;3667
358;358
2020;2020
2955;2955
1957;1957
3193;3193
2657;2657
4064;4064
1112;1112
1423;1423
3335;3335
3453;3453
4048;4048
4018;4018
2803;2803
2915;2915
1813;1813
1776;1776
2882;2882
2486;2486
2460;2460
1533;1533
1608;3656
2882;2370
4;6
648;1672
262;258
2344;2312
840;328
3656;3592
262;390
1672;1736
328;360
6;134
258;2306
1600;1856
2312;3336
648;2696
1608;584
1608;1096
4;260
1736;3784
584;1608
1600;3648
1096;3144
2312;2316
2656;2144
2306;2050
1608;1600
840;832
3144;3148
3648;3904
1600;1604
2144;2152
258;770
1608;1736
1096;1100
2344;2088
2696;2952
262;6
680;672
2050;2178
1736;1728
2178;2210
770;2818
2306;2818
262;2310
3784;3656
3592;3848
1100;3148
2144;2148
1604;1732
1728;1732
1856;3904
1672;1928
1736;1672
3148;3144
2818;2946
3656;3784
3848;3976
6;1030
2818;2562
2210;162
2952;3016
2310;262
3648;3776
3148;1100
1856;1984
2088;2600
2562;2690
3784;3720
3148;3084
1736;1608
2210;2082
2562;2818
3776;4032
1732;1604
1100;1228
3784;3776
1732;1668
3720;3976
1668;3716
3084;3340
2946;898
3976;1928
4032;3776
3776;3648
3016;2952
2690;2946
2082;34
3084;3212
3784;1736
3340;3084
3016;2888
3716;1668
898;642
3148;3140
1668;1540
2600;2088
3720;3784
3340;3468
1668;1924
642;898
1540;1796
2600;2592
3140;3268
2946;2434
2434;2946
3656;1608
1928;1800
4032;3968
642;514
1796;3844
34;290
3084;3148
2434;2442
1668;1732
514;770
3784;2760
3976;3848
3212;3468
1800;3848
3968;4032
2888;3016
2760;2632
3468;2444
2760;3784
3468;3340
2434;2498
3848;1800
1924;1668
3844;3332
2946;2818
3332;3844
3648;3656
642;2690
1608;1864
1800;1864
642;706
3976;3720
770;898
2818;770
3848;3592
3844;1796
2498;2370
3468;1420
642;1666
3592;3656
898;2946
770;514
3848;2824
3212;1164
3592;3584
3720;2696
1666;1538
2696;2700
3720;3592
898;770
1796;1540
3656;2632
3340;3332
1538;1666
3776;3784
2946;2690
3332;3340
1796;1924
514;1538
3340;1292
2690;2562
3592;3720
1292;1420
1538;1026
514;642
3720;1672
1026;1030
2632;2760
2562;514
2434;3458
514;2562
2562;2626
3468;3212
3458;2434
3458;1410
2626;2562
3458;3202
2442;2434
3468;3464
2562;2050
2050;2082
1164;3212
3202;3266
2690;642
2818;2306
3592;1544
3340;3336
2632;2888
3468;3460
3336;3464
514;522
3464;3468
3584;3588
2306;2370
3266;2242
770;258
2050;2562
1666;1154
2306;2314
2370;2498
514;578
1154;3202
578;706
3976;3464
898;386
2818;2816
3202;3200
3202;3074
578;2626
706;642
1928;3976
3720;3712
3074;3082
2306;3330
2626;578
386;898
3082;1034
3074;3138
1864;1800
1864;1608
1034;3082
3138;3266
1800;1928
1666;642
3082;2058
1538;514
1928;1672
3656;3648
2058;3082
2058;2122
706;578
3776;1728
642;130
2562;2560
1026;3074
3776;3712
3848;3336
2690;2178
2178;2182
2122;2058
386;1410
2816;2824
1410;1474
1154;1218
3712;3968
1728;1984
1218;1474
3712;3776
522;10
1218;194
1218;3266
1154;1162
1474;1346
2058;2314
1474;1218
1544;1608
10;74
74;2122
3138;3074
1474;1410
1218;1090
3266;3138
2314;2442
3138;1090
1218;1154
3074;2050
3074;3202
1410;1282
2122;74
1090;3138
3074;1026
1282;1026
1026;1034
1346;322
3138;3136
1474;1472
1346;1474
3082;3074
74;202
3136;3648
2306;2434
130;138
3074;3330
1672;3720
3784;3272
74;330
322;2370
3272;3528
202;2250
3266;3202
3330;3074
2250;2186
330;74
3202;3458
1034;1162
1162;1034
1410;3458
3330;1282
202;74
1090;1218
3976;3968
330;266
1162;1154
2626;2114
3592;2568
3968;3840
3712;3744
3458;3330
3840;3904
3904;3840
3202;1154
