id,boa_peak,boa_size
0,55039,8200
1,55039,8200
2,55039,8200
3,55039,8200
4,55039,8200
5,55039,8200
6,55039,8200
7,55039,8200
8,55039,8200
9,55039,8200
10,55039,8200
11,55039,8200
12,55039,8200
13,55039,8200
14,55039,8200
15,55039,8200
16,55039,8200
17,55039,8200
18,55039,8200
19,55039,8200
20,55039,8200
21,55039,8200
22,55039,8200
23,55039,8200
24,55039,8200
25,55039,8200
26,55039,8200
27,55039,8200
28,55039,8200
29,55039,8200
30,55039,8200
31,55039,8200
32,55039,8200
33,55039,8200
34,55039,8200
35,55039,8200
36,55039,8200
37,55039,8200
38,55039,8200
39,55039,8200
40,55039,8200
41,55039,8200
42,55039,8200
43,55039,8200
44,55039,8200
45,55039,8200
46,55039,8200
47,55039,8200
48,55039,8200
49,55039,8200
50,55039,8200
51,55039,8200
52,55039,8200
53,55039,8200
54,55039,8200
55,55039,8200
56,55039,8200
57,55039,8200
58,55039,8200
59,55039,8200
60,55039,8200
61,55039,8200
62,55039,8200
63,55039,8200
64,55039,8200
65,55039,8200
66,55039,8200
67,55039,8200
68,55039,8200
69,55039,8200
70,55039,8200
71,55039,8200
72,55039,8200
73,55039,8200
74,55039,8200
75,55039,8200
76,55039,8200
77,55039,8200
78,55039,8200
79,55039,8200
80,55039,8200
81,55039,8200
82,55039,8200
83,55039,8200
84,55039,8200
85,55039,8200
86,55039,8200
87,55039,8200
88,55039,8200
89,55039,8200
90,55039,8200
91,55039,8200
92,55039,8200
93,55039,8200
94,55039,8200
95,55039,8200
96,55039,8200
97,55039,8200
98,55039,8200
99,55039,8200
100,55039,8200
101,55039,8200
102,55039,8200
103,55039,8200
104,55039,8200
105,55039,8200
106,55039,8200
107,55039,8200
108,55039,8200
109,55039,8200
110,55039,8200
111,55039,8200
112,55039,8200
113,55039,8200
114,55039,8200
115,55039,8200
116,55039,8200
117,55039,8200
118,55039,8200
119,55039,8200
120,55039,8200
121,55039,8200
122,55039,8200
123,55039,8200
124,55039,8200
125,55039,8200
126,55039,8200
127,55039,8200
128,55039,8200
129,55039,8200
130,55039,8200
131,55039,8200
132,55039,8200
133,55039,8200
134,55039,8200
135,55039,8200
136,55039,8200
137,55039,8200
138,55039,8200
139,55039,8200
140,55039,8200
141,55039,8200
142,55039,8200
143,55039,8200
144,55039,8200
145,55039,8200
146,55039,8200
147,55039,8200
148,55039,8200
149,55039,8200
150,55039,8200
151,55039,8200
152,55039,8200
153,55039,8200
154,55039,8200
155,55039,8200
156,55039,8200
157,55039,8200
158,55039,8200
159,55039,8200
160,55039,8200
161,55039,8200
162,55039,8200
163,55039,8200
164,55039,8200
165,55039,8200
166,55039,8200
167,55039,8200
168,55039,8200
169,55039,8200
170,55039,8200
171,55039,8200
172,55039,8200
173,55039,8200
174,55039,8200
175,55039,8200
176,55039,8200
177,55039,8200
178,55039,8200
179,55039,8200
180,55039,8200
181,55039,8200
182,55039,8200
183,55039,8200
184,55039,8200
185,55039,8200
186,55039,8200
187,55039,8200
188,55039,8200
189,55039,8200
190,55039,8200
191,55039,8200
192,55039,8200
193,55039,8200
194,55039,8200
195,55039,8200
196,55039,8200
197,55039,8200
198,55039,8200
199,55039,8200
200,55039,8200
201,55039,8200
202,55039,8200
203,55039,8200
204,55039,8200
205,55039,8200
206,55039,8200
207,55039,8200
208,55039,8200
209,55039,8200
210,55039,8200
211,55039,8200
212,55039,8200
213,55039,8200
214,55039,8200
215,55039,8200
216,55039,8200
217,55039,8200
218,55039,8200
219,55039,8200
220,55039,8200
221,55039,8200
222,55039,8200
223,55039,8200
224,55039,8200
225,55039,8200
226,55039,8200
227,55039,8200
228,55039,8200
229,55039,8200
230,55039,8200
231,55039,8200
232,55039,8200
233,55039,8200
234,55039,8200
235,55039,8200
236,55039,8200
237,55039,8200
238,55039,8200
239,55039,8200
240,55039,8200
241,55039,8200
242,55039,8200
243,55039,8200
244,55039,8200
245,55039,8200
246,55039,8200
247,55039,8200
248,55039,8200
249,55039,8200
250,55039,8200
251,55039,8200
252,55039,8200
253,55039,8200
254,55039,8200
255,55039,8200
256,18431,2052
257,18431,2052
258,18431,2052
259,18431,2052
260,18431,2052
261,18431,2052
262,18431,2052
263,18431,2052
264,18431,2052
265,18431,2052
266,18431,2052
267,18431,2052
268,18431,2052
269,18431,2052
270,18431,2052
271,18431,2052
272,18431,2052
273,18431,2052
274,18431,2052
275,18431,2052
276,18431,2052
277,18431,2052
278,18431,2052
279,18431,2052
280,18431,2052
281,18431,2052
282,18431,2052
283,18431,2052
284,18431,2052
285,18431,2052
286,18431,2052
287,18431,2052
288,18431,2052
289,18431,2052
290,18431,2052
291,18431,2052
292,18431,2052
293,18431,2052
294,18431,2052
295,18431,2052
296,18431,2052
297,18431,2052
298,18431,2052
299,18431,2052
300,18431,2052
301,18431,2052
302,18431,2052
303,18431,2052
304,18431,2052
305,18431,2052
306,18431,2052
307,18431,2052
308,18431,2052
309,18431,2052
310,18431,2052
311,18431,2052
312,18431,2052
313,18431,2052
314,18431,2052
315,18431,2052
316,18431,2052
317,18431,2052
318,18431,2052
319,18431,2052
320,18431,2052
321,18431,2052
322,18431,2052
323,18431,2052
324,18431,2052
325,18431,2052
326,18431,2052
327,18431,2052
328,18431,2052
329,18431,2052
330,18431,2052
331,18431,2052
332,18431,2052
333,18431,2052
334,18431,2052
335,18431,2052
336,18431,2052
337,18431,2052
338,18431,2052
339,18431,2052
340,18431,2052
341,18431,2052
342,18431,2052
343,18431,2052
344,18431,2052
345,18431,2052
346,18431,2052
347,18431,2052
348,18431,2052
349,18431,2052
350,18431,2052
351,18431,2052
352,18431,2052
353,18431,2052
354,18431,2052
355,18431,2052
356,18431,2052
357,18431,2052
358,18431,2052
359,18431,2052
360,18431,2052
361,18431,2052
362,18431,2052
363,18431,2052
364,18431,2052
365,18431,2052
366,18431,2052
367,18431,2052
368,18431,2052
369,18431,2052
370,18431,2052
371,18431,2052
372,18431,2052
373,18431,2052
374,18431,2052
375,18431,2052
376,18431,2052
377,18431,2052
378,18431,2052
379,18431,2052
380,18431,2052
381,18431,2052
382,18431,2052
