1538;1538
2720;2720
928;928
2312;2316
808;776
2312;2312
2239;2239
1367;1367
1068;1068
3921;3921
1457;1457
1207;1207
670;670
3949;3949
2322;2322
4071;4071
1240;1240
2866;2866
3811;3811
2640;2640
2211;2211
1193;1193
3380;3380
1950;1950
3774;3774
1674;1674
3690;3690
1102;1102
3238;3238
3470;3470
3858;3858
808;808
2979;2979
3995;3995
1748;1748
1635;1635
3195;3195
3962;3962
4012;4012
3739;3739
2312;2314
2316;2380
1240;216
1538;514
2322;2320
928;672
776;904
928;2976
672;680
2640;592
2314;2058
1102;1100
514;642
2320;2448
2380;332
2312;2056
904;392
776;264
2448;3472
514;522
928;992
2640;2576
1068;1064
392;408
2320;2064
904;776
2720;2688
264;2312
672;160
592;576
2056;2184
642;640
642;2690
2064;2072
332;2380
776;1800
672;928
2448;2192
2058;2050
2316;2060
2056;2060
2720;2208
2312;2376
522;520
2184;2440
392;2440
1064;3112
1100;3148
1800;1864
2060;2572
2440;2472
2072;2200
2320;2384
992;928
2448;2320
2060;2124
2440;2444
2208;2272
2272;2784
2576;2704
3472;3216
642;898
1864;1608
1800;1928
2472;424
2444;2316
1100;1036
3112;3240
3216;3472
2784;2656
1064;1128
2384;2512
2976;2720
2380;2508
2200;2072
1864;1800
1036;1292
898;770
3240;1192
2720;2592
3148;1100
2512;2256
928;800
2124;2252
1192;1064
1100;1228
2976;928
2704;656
2384;2128
2512;464
1192;1448
1608;1864
2072;2328
2512;2384
3472;1424
2656;608
2128;2256
608;2656
1064;1320
800;864
2256;2512
2448;2512
2592;2720
2508;2380
1424;1296
770;514
3472;3344
3216;3088
514;770
1448;1192
608;736
864;608
2720;2976
1128;1064
1424;1168
1168;1232
1296;1040
2380;2316
2656;2144
2976;2464
1864;1352
3088;3216
1064;1192
2144;2400
1320;1312
1352;1480
1232;208
608;96
1040;16
2720;3744
1192;3240
736;2784
2144;2656
2316;3340
2464;2468
770;898
16;48
2060;3084
1232;1104
1480;3528
2512;2448
1312;1440
3148;2124
1168;1040
3744;3744
