id,boa_peak,boa_size
0,12207,2053
1,12207,2053
2,12207,2053
3,12207,2053
4,12207,2053
5,12207,2053
6,12207,2053
7,12207,2053
8,12207,2053
9,12207,2053
10,12207,2053
11,12207,2053
12,12207,2053
13,12207,2053
14,12207,2053
15,12207,2053
16,16318,3075
17,15359,3585
18,16318,3075
19,15359,3585
20,16318,3075
21,15359,3585
22,16318,3075
23,15359,3585
24,16318,3075
25,15359,3585
26,16318,3075
27,15359,3585
28,16318,3075
29,15359,3585
30,16318,3075
31,15359,3585
32,12207,2053
33,12207,2053
34,12207,2053
35,12207,2053
36,12207,2053
37,12207,2053
38,12207,2053
39,12207,2053
40,12207,2053
41,12207,2053
42,12207,2053
43,12207,2053
44,12207,2053
45,12207,2053
46,12207,2053
47,12207,2053
48,16318,3075
49,15359,3585
50,16318,3075
51,15359,3585
52,16318,3075
53,15359,3585
54,16318,3075
55,15359,3585
56,16318,3075
57,15359,3585
58,16318,3075
59,15359,3585
60,16318,3075
61,15359,3585
62,16318,3075
63,15359,3585
64,12015,1026
65,12015,1026
66,12015,1026
67,12015,1026
68,12015,1026
69,12015,1026
70,12015,1026
71,12015,1026
72,12015,1026
73,12015,1026
74,12015,1026
75,12015,1026
76,12015,1026
77,12015,1026
78,12015,1026
79,12015,1026
80,16126,1537
81,15359,3585
82,16126,1537
83,15359,3585
84,16126,1537
85,15359,3585
86,16126,1537
87,15359,3585
88,16126,1537
89,15359,3585
90,16126,1537
91,15359,3585
92,16126,1537
93,15359,3585
94,16126,1537
95,15359,3585
96,12015,1026
97,12015,1026
98,12015,1026
99,12015,1026
100,12015,1026
101,12015,1026
102,12015,1026
103,12015,1026
104,12015,1026
105,12015,1026
106,12015,1026
107,12015,1026
108,12015,1026
109,12015,1026
110,12015,1026
111,12015,1026
112,16126,1537
113,15359,3585
114,16126,1537
115,15359,3585
116,16126,1537
117,15359,3585
118,16126,1537
119,15359,3585
120,16126,1537
121,15359,3585
122,16126,1537
123,15359,3585
124,16126,1537
125,15359,3585
126,16126,1537
