id,eigencentrality,fitness
0,0.0,0
1,0.004325714488397689,75
3,0.013691881692002634,137
2,0.0,62
19,0.03097675330232447,197
4,0.0,32
5,0.004325714488397689,107
7,0.013691881692002634,169
6,0.0,94
23,0.03097675330232447,229
8,0.0,25
9,0.004325714488397689,100
11,0.013691881692002634,162
10,0.0,87
27,0.03097675330232447,222
12,0.0,57
13,0.004325714488397689,132
15,0.013691881692002634,194
14,0.0,119
31,0.03097675330232447,254
16,0.0,60
17,0.004325714488397689,135
18,0.0,122
51,0.060132772806924584,247
20,0.0,92
21,0.004325714488397689,167
22,0.0,154
55,0.060132772806924584,279
24,0.0,85
25,0.004325714488397689,160
26,0.0,147
59,0.060132772806924584,272
28,0.0,117
29,0.004325714488397689,192
30,0.0,179
63,0.060132772806924584,304
32,0.0,50
33,0.004325714488397689,125
35,0.013691881692002634,187
34,0.0,112
36,0.0,82
37,0.004325714488397689,157
39,0.013691881692002634,219
38,0.0,144
40,0.0,75
41,0.004325714488397689,150
43,0.013691881692002634,212
42,0.0,137
44,0.0,107
45,0.004325714488397689,182
47,0.013691881692002634,244
46,0.0,169
48,0.0,110
49,0.004325714488397689,185
50,0.0,172
563,0.10648140893297774,282
52,0.0,142
53,0.004325714488397689,217
54,0.0,204
567,0.1770714822340238,314
56,0.0,135
57,0.004325714488397689,210
58,0.0,197
571,0.10648140893297774,307
60,0.0,167
61,0.004325714488397689,242
62,0.0,229
575,0.40151990712158486,339
64,0.0,15
65,0.004325714488397689,90
67,0.013691881692002634,152
66,0.0,77
83,0.03097675330232447,212
68,0.0,47
69,0.004325714488397689,122
71,0.013691881692002634,184
70,0.0,109
87,0.03097675330232447,244
72,0.0,40
73,0.004325714488397689,115
75,0.013691881692002634,177
74,0.0,102
91,0.03097675330232447,237
76,0.0,72
77,0.004325714488397689,147
79,0.013691881692002634,209
78,0.0,134
95,0.03097675330232447,269
80,0.0,75
81,0.004325714488397689,150
82,0.0,137
115,0.060132772806924584,262
84,0.0,107
85,0.004325714488397689,182
86,0.0,169
119,0.060132772806924584,294
88,0.0,100
89,0.004325714488397689,175
90,0.0,162
123,0.060132772806924584,287
92,0.0,132
93,0.004325714488397689,207
94,0.0,194
127,0.060132772806924584,319
96,0.0,65
97,0.004325714488397689,140
99,0.013691881692002634,202
98,0.0,127
100,0.0,97
101,0.004325714488397689,172
103,0.013691881692002634,234
102,0.0,159
104,0.0,90
105,0.004325714488397689,165
107,0.013691881692002634,227
106,0.0,152
108,0.0,122
109,0.004325714488397689,197
111,0.013691881692002634,259
110,0.0,184
112,0.0,125
113,0.004325714488397689,200
114,0.0,187
627,0.10648140893297774,297
116,0.0,157
117,0.004325714488397689,232
118,0.0,219
631,0.1813971967224214,329
120,0.0,150
121,0.004325714488397689,225
122,0.0,212
635,0.10648140893297774,322
124,0.0,182
125,0.004325714488397689,257
126,0.0,244
2175,0.11080712342137536,339
128,0.0,3
129,0.004325714488397689,78
131,0.013691881692002634,140
130,0.0,65
147,0.03097675330232447,200
132,0.0,35
133,0.004325714488397689,110
135,0.013691881692002634,172
134,0.0,97
151,0.03097675330232447,232
136,0.0,28
137,0.004325714488397689,103
139,0.013691881692002634,165
138,0.0,90
155,0.03097675330232447,225
140,0.0,60
141,0.004325714488397689,135
143,0.013691881692002634,197
142,0.0,122
159,0.03097675330232447,257
144,0.0,63
145,0.004325714488397689,138
146,0.0,125
179,0.060132772806924584,250
148,0.0,95
149,0.004325714488397689,170
150,0.0,157
183,0.060132772806924584,282
152,0.0,88
153,0.004325714488397689,163
154,0.0,150
187,0.060132772806924584,275
156,0.0,120
157,0.004325714488397689,195
158,0.0,182
191,0.060132772806924584,307
160,0.0,53
161,0.004325714488397689,128
163,0.013691881692002634,190
162,0.0,115
164,0.0,85
165,0.004325714488397689,160
167,0.013691881692002634,222
166,0.0,147
168,0.0,78
169,0.004325714488397689,153
171,0.013691881692002634,215
170,0.0,140
172,0.0,110
173,0.004325714488397689,185
175,0.013691881692002634,247
174,0.0,172
176,0.0,113
177,0.004325714488397689,188
178,0.0,175
691,0.10648140893297774,285
180,0.0,145
181,0.004325714488397689,220
182,0.0,207
695,0.1770714822340238,317
184,0.0,138
185,0.004325714488397689,213
186,0.0,200
699,0.10648140893297774,310
188,0.0,170
189,0.004325714488397689,245
190,0.0,232
1215,0.254000658027281,337
192,0.0,18
193,0.004325714488397689,93
195,0.013691881692002634,155
194,0.0,80
211,0.03097675330232447,215
196,0.0,50
197,0.004325714488397689,125
199,0.013691881692002634,187
198,0.0,112
215,0.03097675330232447,247
200,0.0,43
201,0.004325714488397689,118
203,0.013691881692002634,180
202,0.0,105
219,0.03097675330232447,240
204,0.0,75
205,0.004325714488397689,150
207,0.013691881692002634,212
206,0.0,137
223,0.03097675330232447,272
208,0.0,78
209,0.004325714488397689,153
210,0.0,140
243,0.060132772806924584,265
212,0.0,110
213,0.004325714488397689,185
214,0.0,172
247,0.060132772806924584,297
216,0.0,103
217,0.004325714488397689,178
218,0.0,165
251,0.060132772806924584,290
220,0.0,135
221,0.004325714488397689,210
222,0.0,197
255,0.060132772806924584,322
224,0.0,68
225,0.004325714488397689,143
227,0.013691881692002634,205
226,0.0,130
228,0.0,100
229,0.004325714488397689,175
231,0.013691881692002634,237
230,0.0,162
232,0.0,93
233,0.004325714488397689,168
235,0.013691881692002634,230
234,0.0,155
236,0.0,125
237,0.004325714488397689,200
239,0.013691881692002634,262
238,0.0,187
240,0.0,128
241,0.004325714488397689,203
242,0.0,190
755,0.10648140893297774,300
244,0.0,160
245,0.004325714488397689,235
246,0.0,222
759,0.3741398965266406,332
248,0.0,153
249,0.004325714488397689,228
250,0.0,215
763,0.10648140893297774,325
252,0.0,185
253,0.004325714488397689,260
254,0.0,247
2303,0.45305811935094986,342
256,0.0,12
257,0.004325714488397689,87
259,0.013691881692002634,149
258,0.0,74
275,0.03097675330232447,209
260,0.0,44
261,0.004325714488397689,119
263,0.013691881692002634,181
262,0.0,106
279,0.03097675330232447,241
264,0.0,37
265,0.004325714488397689,112
267,0.013691881692002634,174
266,0.0,99
283,0.03097675330232447,234
268,0.0,69
269,0.004325714488397689,144
271,0.013691881692002634,206
270,0.0,131
287,0.03097675330232447,266
272,0.0,72
273,0.004325714488397689,147
274,0.0,134
307,0.060132772806924584,259
276,0.0,104
277,0.004325714488397689,179
278,0.0,166
311,0.060132772806924584,291
280,0.0,97
281,0.004325714488397689,172
282,0.0,159
315,0.060132772806924584,284
284,0.0,129
285,0.004325714488397689,204
286,0.0,191
319,0.060132772806924584,316
288,0.0,62
289,0.004325714488397689,137
291,0.013691881692002634,199
290,0.0,124
292,0.0,94
293,0.004325714488397689,169
295,0.013691881692002634,231
294,0.0,156
296,0.0,87
297,0.004325714488397689,162
299,0.013691881692002634,224
298,0.0,149
300,0.0,119
301,0.004325714488397689,194
303,0.013691881692002634,256
302,0.0,181
304,0.0,122
305,0.004325714488397689,197
306,0.0,184
819,0.10648140893297774,294
308,0.0,154
309,0.004325714488397689,229
310,0.0,216
823,0.1770714822340238,326
312,0.0,147
313,0.004325714488397689,222
314,0.0,209
827,0.10648140893297774,319
316,0.0,179
317,0.004325714488397689,254
318,0.0,241
2367,0.10648140893297774,336
320,0.0,27
321,0.004325714488397689,102
323,0.013691881692002634,164
322,0.0,89
339,0.03097675330232447,224
324,0.0,59
325,0.004325714488397689,134
327,0.013691881692002634,196
326,0.0,121
343,0.03097675330232447,256
328,0.0,52
329,0.004325714488397689,127
331,0.013691881692002634,189
330,0.0,114
347,0.03097675330232447,249
332,0.0,84
333,0.004325714488397689,159
335,0.013691881692002634,221
334,0.0,146
351,0.03097675330232447,281
336,0.0,87
337,0.004325714488397689,162
338,0.0,149
371,0.060132772806924584,274
340,0.0,119
341,0.004325714488397689,194
342,0.0,181
375,0.060132772806924584,306
344,0.0,112
345,0.004325714488397689,187
346,0.0,174
379,0.060132772806924584,299
348,0.0,144
349,0.004325714488397689,219
350,0.0,206
383,0.15706671541710293,331
352,0.0,77
353,0.004325714488397689,152
355,0.013691881692002634,214
354,0.0,139
356,0.0,109
357,0.004325714488397689,184
359,0.013691881692002634,246
358,0.0,171
360,0.0,102
361,0.004325714488397689,177
363,0.013691881692002634,239
362,0.0,164
364,0.0,134
365,0.004325714488397689,209
367,0.013691881692002634,271
366,0.0,196
368,0.0,137
369,0.004325714488397689,212
370,0.0,199
883,0.10648140893297774,309
372,0.0,169
373,0.004325714488397689,244
374,0.0,231
1399,0.11080712342137536,336
376,0.0,162
377,0.004325714488397689,237
378,0.0,224
891,0.11080712342137536,334
380,0.0,194
381,0.004325714488397689,269
382,0.0,256
384,0.0,15
385,0.004325714488397689,90
387,0.013691881692002634,152
386,0.0,77
403,0.03097675330232447,212
388,0.0,47
389,0.004325714488397689,122
391,0.013691881692002634,184
390,0.0,109
407,0.03097675330232447,244
392,0.0,40
393,0.004325714488397689,115
395,0.013691881692002634,177
394,0.0,102
411,0.03097675330232447,237
396,0.0,72
397,0.004325714488397689,147
399,0.013691881692002634,209
398,0.0,134
415,0.03097675330232447,269
400,0.0,75
401,0.004325714488397689,150
402,0.0,137
435,0.060132772806924584,262
404,0.0,107
405,0.004325714488397689,182
406,0.0,169
439,0.060132772806924584,294
408,0.0,100
409,0.004325714488397689,175
410,0.0,162
443,0.060132772806924584,287
412,0.0,132
413,0.004325714488397689,207
414,0.0,194
447,0.060132772806924584,319
416,0.0,65
417,0.004325714488397689,140
419,0.013691881692002634,202
418,0.0,127
420,0.0,97
421,0.004325714488397689,172
423,0.013691881692002634,234
422,0.0,159
424,0.0,90
425,0.004325714488397689,165
427,0.013691881692002634,227
426,0.0,152
428,0.0,122
429,0.004325714488397689,197
431,0.013691881692002634,259
430,0.0,184
432,0.0,125
433,0.004325714488397689,200
434,0.0,187
947,0.10648140893297774,297
436,0.0,157
437,0.004325714488397689,232
438,0.0,219
951,0.1813971967224214,329
440,0.0,150
441,0.004325714488397689,225
442,0.0,212
955,0.10648140893297774,322
444,0.0,182
445,0.004325714488397689,257
446,0.0,244
2495,0.3467598859316968,339
448,0.0,30
449,0.004325714488397689,105
451,0.013691881692002634,167
450,0.0,92
467,0.03097675330232447,227
452,0.0,62
453,0.004325714488397689,137
455,0.013691881692002634,199
454,0.0,124
471,0.03097675330232447,259
456,0.0,55
457,0.004325714488397689,130
459,0.013691881692002634,192
458,0.0,117
475,0.03097675330232447,252
460,0.0,87
461,0.004325714488397689,162
463,0.013691881692002634,224
462,0.0,149
479,0.03097675330232447,284
464,0.0,90
465,0.004325714488397689,165
466,0.0,152
499,0.060132772806924584,277
468,0.0,122
469,0.004325714488397689,197
470,0.0,184
503,0.060132772806924584,309
472,0.0,115
473,0.004325714488397689,190
474,0.0,177
507,0.060132772806924584,302
476,0.0,147
477,0.004325714488397689,222
478,0.0,209
991,0.060132772806924584,319
480,0.0,80
481,0.004325714488397689,155
483,0.013691881692002634,217
482,0.0,142
484,0.0,112
485,0.004325714488397689,187
487,0.013691881692002634,249
486,0.0,174
488,0.0,105
489,0.004325714488397689,180
491,0.013691881692002634,242
490,0.0,167
492,0.0,137
493,0.004325714488397689,212
495,0.013691881692002634,274
494,0.0,199
1007,0.03097675330232447,309
496,0.0,140
497,0.004325714488397689,215
498,0.0,202
1011,0.10648140893297774,312
500,0.0,172
501,0.004325714488397689,247
502,0.0,234
1527,0.36981418203824296,339
504,0.0,165
505,0.004325714488397689,240
506,0.0,227
1019,0.36981418203824296,337
508,0.0,197
509,0.004325714488397689,272
1021,0.013691881692002634,307
510,0.0,259
1022,0.004325714488397689,294
511,0.0,0
512,0.0,35
513,0.004325714488397689,110
515,0.013691881692002634,172
514,0.0,97
531,0.03097675330232447,232
516,0.0,67
517,0.004325714488397689,142
519,0.013691881692002634,204
518,0.0,129
535,0.03097675330232447,264
520,0.0,60
521,0.004325714488397689,135
523,0.013691881692002634,197
522,0.0,122
539,0.03097675330232447,257
524,0.0,92
525,0.004325714488397689,167
527,0.013691881692002634,229
526,0.0,154
543,0.03097675330232447,289
528,0.0,95
529,0.004325714488397689,170
530,0.0,157
532,0.0,127
533,0.004325714488397689,202
534,0.0,189
536,0.0,120
537,0.004325714488397689,195
538,0.0,182
540,0.0,152
541,0.004325714488397689,227
542,0.0,214
544,0.0,85
545,0.004325714488397689,160
547,0.013691881692002634,222
546,0.0,147
548,0.0,117
549,0.004325714488397689,192
551,0.013691881692002634,254
550,0.0,179
552,0.0,110
553,0.004325714488397689,185
555,0.013691881692002634,247
554,0.0,172
556,0.0,142
557,0.004325714488397689,217
559,0.013691881692002634,279
558,0.0,204
560,0.0,145
561,0.004325714488397689,220
562,0.0,207
564,0.0,177
565,0.004325714488397689,252
566,0.0,239
1591,0.298415020038716,344
568,0.0,170
569,0.004325714488397689,245
570,0.0,232
572,0.0,202
573,0.004325714488397689,277
574,0.0,264
576,0.0,50
577,0.004325714488397689,125
579,0.013691881692002634,187
578,0.0,112
595,0.03097675330232447,247
580,0.0,82
581,0.004325714488397689,157
583,0.013691881692002634,219
582,0.0,144
599,0.03097675330232447,279
584,0.0,75
585,0.004325714488397689,150
587,0.013691881692002634,212
586,0.0,137
603,0.03097675330232447,272
588,0.0,107
589,0.004325714488397689,182
591,0.013691881692002634,244
590,0.0,169
607,0.03097675330232447,304
592,0.0,110
593,0.004325714488397689,185
594,0.0,172
596,0.0,142
597,0.004325714488397689,217
598,0.0,204
600,0.0,135
601,0.004325714488397689,210
602,0.0,197
604,0.0,167
605,0.004325714488397689,242
606,0.0,229
1631,0.15625226029752018,334
608,0.0,100
609,0.004325714488397689,175
611,0.013691881692002634,237
610,0.0,162
612,0.0,132
613,0.004325714488397689,207
615,0.013691881692002634,269
614,0.0,194
616,0.0,125
617,0.004325714488397689,200
619,0.013691881692002634,262
618,0.0,187
620,0.0,157
621,0.004325714488397689,232
623,0.013691881692002634,294
622,0.0,219
1647,0.08283136813329028,324
624,0.0,160
625,0.004325714488397689,235
626,0.0,222
628,0.0,192
629,0.004325714488397689,267
630,0.0,254
2679,0.7502610053260059,349
632,0.0,185
633,0.004325714488397689,260
634,0.0,247
2683,0.1813971967224214,342
636,0.0,217
637,0.004325714488397689,292
1661,0.04179038330281755,322
638,0.0,279
1662,0.017302857953590756,309
639,0.0,0
640,0.0,38
641,0.004325714488397689,113
643,0.013691881692002634,175
642,0.0,100
659,0.03097675330232447,235
644,0.0,70
645,0.004325714488397689,145
647,0.013691881692002634,207
646,0.0,132
663,0.03097675330232447,267
648,0.0,63
649,0.004325714488397689,138
651,0.013691881692002634,200
650,0.0,125
667,0.03097675330232447,260
652,0.0,95
